일자,시간,홈팀,홈점수,원정점수,원정팀,구장,중계,비고
05.05(화),14:00,두산,2,8,LG,잠실,S-T,-
05.05(화),14:00,한화,3,0,SK,문학,K-2T,-
05.05(화),14:00,NC,4,0,삼성,대구,SS-T; SPO-T; SPO-2T,-
05.05(화),14:00,롯데,7,2,KT,수원,KN-T; MS-T,-
05.05(화),14:00,키움,11,2,KIA,광주,M-T,-
05.06(수),18:30,두산,5,2,LG,잠실,SPO-2T,-
05.06(수),18:30,한화,2,5,SK,문학,SS-T,-
05.06(수),18:30,NC,4,3,삼성,대구,SPO-T,-
05.06(수),18:30,롯데,9,4,KT,수원,KN-T,-
05.06(수),18:30,키움,3,2,KIA,광주,MS-T,-
05.07(목),18:30,두산,9,3,LG,잠실,SPO-2T,-
05.07(목),18:30,한화,8,4,SK,문학,SS-T,-
05.07(목),18:30,NC,8,2,삼성,대구,SPO-T,-
05.07(목),18:30,롯데,7,3,KT,수원,KN-T,-
05.07(목),18:30,키움,5,8,KIA,광주,MS-T,-
05.08(금),18:30,KT,12,3,두산,잠실,SS-T,-
05.08(금),18:30,SK,8,9,롯데,사직,MS-T,-
05.08(금),18:30,KIA,0,5,삼성,대구,SPO-T,-
05.08(금),18:30,LG,5,13,NC,창원,SPO-2T,-
05.08(금),18:30,한화,3,5,키움,고척,KN-T,-
05.09(토),17:00,KT,,,두산,잠실,SS-T,우천취소
05.09(토),17:00,SK,,,롯데,사직,MS-T,우천취소
05.09(토),17:00,KIA,2,14,삼성,대구,SPO-T,-
05.09(토),17:00,LG,,,NC,창원,SPO-2T,우천취소
05.09(토),17:00,한화,3,5,키움,고척,KN-T,-
05.10(일),14:00,KT,12,13,두산,잠실,SS-T,-
05.10(일),14:00,SK,0,4,롯데,사직,MS-T,-
05.10(일),14:00,KIA,12,3,삼성,대구,SPO-T,-
05.10(일),14:00,LG,10,8,NC,창원,SPO-2T,-
05.10(일),14:00,한화,3,6,키움,고척,KN-T,-
05.12(화),18:30,SK,5,9,LG,잠실,SPO-T,-
05.12(화),18:30,두산,11,6,롯데,사직,MS-T,-
05.12(화),18:30,KT,6,7,NC,창원,,-
05.12(화),18:30,삼성,2,3,키움,고척,KN-T,-
05.12(화),18:30,KIA,2,1,한화,대전,SS-T; D-CMB,-
05.13(수),18:30,SK,2,14,LG,잠실,SPO-T,-
05.13(수),18:30,두산,9,10,롯데,사직,MS-T,-
05.13(수),18:30,KT,4,5,NC,창원,,-
05.13(수),18:30,삼성,5,0,키움,고척,KN-T,-
05.13(수),18:30,KIA,4,3,한화,대전,SS-T; D-CMB,-
05.14(목),18:30,SK,2,3,LG,잠실,SPO-T,-
05.14(목),18:30,두산,7,4,롯데,사직,MS-T,-
05.14(목),18:30,KT,0,1,NC,창원,,-
05.14(목),18:30,삼성,8,5,키움,고척,KN-T,-
