"MATCH_SEQ_NO","MATCH_DE","BASE_YEAR","BASE_MT","BASE_DAY","GRP_NM","LEA_NM","HOME_TEAM_NM","AWAY_TEAM_NM","STDM_NM","SPORTS_VIEWNG_NMPR_CO","COLCT_DE","UPDT_DE"
75,"20250319","2025","03","19",KBL,정규시즌,KT,SK,수원 KT 아레나,1397.00000,"20250715","20250715"
76,"20250320","2025","03","20",KBL,D리그 1차,KCC,현대모비스,이천 LG 챔피언스파크,0.00000,"20250715","20250715"
77,"20250320","2025","03","20",KBL,D리그 1차,삼성,상무,이천 LG 챔피언스파크,0.00000,"20250715","20250715"
78,"20250320","2025","03","20",KBL,정규시즌,소노,한국가스공사,고양 소노 아레나,921.00000,"20250715","20250715"
79,"20250320","2025","03","20",KBL,정규시즌,LG,DB,창원체육관,3190.00000,"20250715","20250715"
80,"20250321","2025","03","21",KBL,정규시즌,SK,현대모비스,잠실학생체육관,4333.00000,"20250715","20250715"
81,"20250321","2025","03","21",KBL,정규시즌,정관장,KCC,안양 정관장 아레나,1617.00000,"20250715","20250715"
82,"20250322","2025","03","22",KBL,정규시즌,LG,KT,창원체육관,3363.00000,"20250715","20250715"
83,"20250322","2025","03","22",KBL,정규시즌,한국가스공사,DB,대구체육관,2207.00000,"20250715","20250715"
84,"20250322","2025","03","22",KBL,정규시즌,소노,삼성,고양 소노 아레나,2433.00000,"20250715","20250715"
85,"20250323","2025","03","23",KBL,정규시즌,SK,KCC,잠실학생체육관,5001.00000,"20250715","20250715"
86,"20250323","2025","03","23",KBL,정규시즌,정관장,현대모비스,안양 정관장 아레나,2831.00000,"20250715","20250715"
87,"20250323","2025","03","23",KBL,정규시즌,LG,한국가스공사,창원체육관,4153.00000,"20250715","20250715"
88,"20250324","2025","03","24",KBL,정규시즌,삼성,KT,잠실실내체육관,957.00000,"20250715","20250715"
89,"20250325","2025","03","25",KBL,플레이오프,상무,SK,이천 LG 챔피언스파크,0.00000,"20250715","20250715"
90,"20250325","2025","03","25",KBL,플레이오프,현대모비스,KT,이천 LG 챔피언스파크,0.00000,"20250715","20250715"
91,"20250325","2025","03","25",KBL,정규시즌,정관장,소노,안양 정관장 아레나,1226.00000,"20250715","20250715"
92,"20250326","2025","03","26",KBL,정규시즌,삼성,LG,잠실실내체육관,1274.00000,"20250715","20250715"
93,"20250327","2025","03","27",KBL,정규시즌,KT,소노,수원 KT 아레나,1380.00000,"20250715","20250715"
94,"20250327","2025","03","27",KBL,정규시즌,DB,현대모비스,원주종합체육관,2168.00000,"20250715","20250715"
95,"20250328","2025","03","28",KBL,정규시즌,KCC,한국가스공사,부산사직체육관,1368.00000,"20250715","20250715"
96,"20250328","2025","03","28",KBL,정규시즌,SK,LG,잠실학생체육관,3307.00000,"20250715","20250715"
97,"20250329","2025","03","29",KBL,정규시즌,현대모비스,소노,울산동천체육관,1681.00000,"20250715","20250715"
98,"20250329","2025","03","29",KBL,정규시즌,삼성,정관장,잠실실내체육관,1787.00000,"20250715","20250715"
99,"20250329","2025","03","29",KBL,정규시즌,KT,DB,수원 KT 아레나,2765.00000,"20250715","20250715"
100,"20250330","2025","03","30",KBL,정규시즌,KCC,LG,부산사직체육관,3238.00000,"20250715","20250715"
101,"20250330","2025","03","30",KBL,정규시즌,한국가스공사,SK,대구체육관,2399.00000,"20250715","20250715"
102,"20250330","2025","03","30",KBL,정규시즌,삼성,DB,잠실실내체육관,2518.00000,"20250715","20250715"
103,"20250331","2025","03","31",KBL,정규시즌,정관장,KT,안양 정관장 아레나,1653.00000,"20250715","20250715"
104,"20250201","2025","02","01",KBL,정규시즌,DB,LG,원주종합체육관,3229.00000,"20250715","20250715"
105,"20250201","2025","02","01",KBL,정규시즌,한국가스공사,SK,대구체육관,3252.00000,"20250715","20250715"
106,"20250201","2025","02","01",KBL,정규시즌,정관장,현대모비스,안양 정관장 아레나,3727.00000,"20250715","20250715"
107,"20250202","2025","02","02",KBL,정규시즌,KCC,KT,부산사직체육관,4875.00000,"20250715","20250715"
108,"20250202","2025","02","02",KBL,정규시즌,한국가스공사,삼성,대구체육관,3152.00000,"20250715","20250715"
109,"20250202","2025","02","02",KBL,정규시즌,소노,DB,고양 소노 아레나,2968.00000,"20250715","20250715"
110,"20250203","2025","02","03",KBL,정규시즌,SK,LG,잠실학생체육관,3803.00000,"20250715","20250715"
111,"20250204","2025","02","04",KBL,D리그 1차,상무,한국가스공사,이천 LG 챔피언스파크,0.00000,"20250715","20250715"
112,"20250204","2025","02","04",KBL,D리그 1차,KT,SK,이천 LG 챔피언스파크,0.00000,"20250715","20250715"
113,"20250204","2025","02","04",KBL,정규시즌,KCC,정관장,부산사직체육관,2050.00000,"20250715","20250715"
114,"20250205","2025","02","05",KBL,정규시즌,삼성,현대모비스,잠실실내체육관,1504.00000,"20250715","20250715"
115,"20250206","2025","02","06",KBL,정규시즌,LG,KCC,창원체육관,3146.00000,"20250715","20250715"
116,"20250206","2025","02","06",KBL,정규시즌,SK,KT,잠실학생체육관,3714.00000,"20250715","20250715"
117,"20250207","2025","02","07",KBL,정규시즌,현대모비스,한국가스공사,울산동천체육관,2248.00000,"20250715","20250715"
118,"20250207","2025","02","07",KBL,정규시즌,삼성,소노,잠실실내체육관,1498.00000,"20250715","20250715"
119,"20250208","2025","02","08",KBL,정규시즌,KCC,LG,부산사직체육관,4804.00000,"20250715","20250715"
120,"20250208","2025","02","08",KBL,정규시즌,SK,정관장,잠실학생체육관,5215.00000,"20250715","20250715"
121,"20250208","2025","02","08",KBL,정규시즌,KT,DB,수원 KT 아레나,3193.00000,"20250715","20250715"
122,"20250209","2025","02","09",KBL,정규시즌,한국가스공사,현대모비스,대구체육관,3475.00000,"20250715","20250715"
123,"20250209","2025","02","09",KBL,정규시즌,삼성,소노,잠실실내체육관,2836.00000,"20250715","20250715"
124,"20250209","2025","02","09",KBL,정규시즌,KT,SK,수원 KT 아레나,3650.00000,"20250715","20250715"
125,"20250210","2025","02","10",KBL,정규시즌,정관장,KCC,안양 정관장 아레나,2580.00000,"20250715","20250715"
126,"20250211","2025","02","11",KBL,정규시즌,소노,현대모비스,고양 소노 아레나,1850.00000,"20250715","20250715"
127,"20250212","2025","02","12",KBL,정규시즌,SK,LG,잠실학생체육관,5207.00000,"20250715","20250715"
128,"20250213","2025","02","13",KBL,정규시즌,DB,KCC,원주종합체육관,2902.00000,"20250715","20250715"
129,"20250214","2025","02","14",KBL,D리그 1차,LG,한국가스공사,이천 LG 챔피언스파크,0.00000,"20250715","20250715"
130,"20250214","2025","02","14",KBL,D리그 1차,현대모비스,상무,이천 LG 챔피언스파크,0.00000,"20250715","20250715"
131,"20250215","2025","02","15",KBL,D리그 1차,SK,KCC,이천 LG 챔피언스파크,0.00000,"20250715","20250715"
132,"20250215","2025","02","15",KBL,D리그 1차,현대모비스,LG,이천 LG 챔피언스파크,0.00000,"20250715","20250715"
133,"20250217","2025","02","17",KBL,D리그 1차,삼성,현대모비스,이천 LG 챔피언스파크,0.00000,"20250715","20250715"
134,"20250217","2025","02","17",KBL,D리그 1차,KT,LG,이천 LG 챔피언스파크,0.00000,"20250715","20250715"
135,"20250218","2025","02","18",KBL,D리그 1차,상무,KCC,이천 LG 챔피언스파크,0.00000,"20250715","20250715"
