일자,시간,홈팀,홈점수,원정점수,원정팀,구장,중계,비고
07.01(금),18:30,롯데,1,2,LG,잠실,KN-T,-
07.01(금),18:30,KIA,6,7,SSG,문학,MS-T,-
07.01(금),18:30,삼성,,,NC,창원,SS-T,그라운드사정
07.01(금),18:30,두산,7,11,KT,수원,SPO-2T,-
07.01(금),18:30,한화,5,7,키움,고척,SPO-T,-
07.02(토),14:00,한화,0,3,키움,고척,SPO-T,-
07.02(토),18:00,롯데,8,1,LG,잠실,KN-T,-
07.02(토),18:00,KIA,1,2,SSG,문학,MS-T,-
07.02(토),18:00,삼성,1,17,NC,창원,SS-T,-
07.02(토),18:00,두산,3,8,KT,수원,SPO-2T,-
07.03(일),14:00,한화,1,2,키움,고척,SPO-T,-
07.03(일),17:00,롯데,1,4,LG,잠실,KN-T,-
07.03(일),17:00,KIA,2,3,SSG,문학,MS-T,-
07.03(일),17:00,삼성,6,11,NC,창원,SS-T,-
07.03(일),17:00,두산,0,6,KT,수원,SPO-2T,-
07.05(화),18:30,키움,4,3,두산,잠실,SPO-T,-
07.05(화),18:30,롯데,3,4,SSG,문학,MS-T,-
07.05(화),18:30,LG,4,1,삼성,대구,KN-T,-
07.05(화),18:30,KT,,,KIA,광주,SS-T; G-CMB,우천취소
07.05(화),18:30,NC,1,0,한화,대전,D-CMB,-
07.06(수),18:30,키움,2,5,두산,잠실,SPO-T,-
07.06(수),18:30,롯데,12,5,SSG,문학,MS-T,-
07.06(수),18:30,LG,10,9,삼성,대구,KN-T,-
07.06(수),18:30,KT,8,1,KIA,광주,SS-T; G-CMB,-
07.06(수),18:30,NC,4,3,한화,대전,D-CMB,-
07.07(목),18:30,키움,2,4,두산,잠실,SPO-T,-
07.07(목),18:30,롯데,1,8,SSG,문학,MS-T,-
07.07(목),18:30,LG,11,9,삼성,대구,KN-T,-
07.07(목),18:30,KT,,,KIA,광주,SS-T; G-CMB,우천취소
07.07(목),18:30,NC,11,12,한화,대전,D-CMB,-
07.08(금),18:30,LG,11,4,두산,잠실,KN-T,-
07.08(금),18:30,SSG,9,8,삼성,대구,SS-T,-
07.08(금),18:30,롯데,3,6,KT,수원,MS-T,-
07.08(금),18:30,한화,3,5,KIA,광주,SPO-T; G-CMB,-
07.08(금),18:30,NC,2,3,키움,고척,SPO-2T,-
07.09(토),14:00,NC,1,10,키움,고척,,-
07.09(토),18:00,LG,8,6,두산,잠실,KN-T,-
07.09(토),18:00,SSG,13,10,삼성,대구,SS-T,-
07.09(토),18:00,롯데,1,3,KT,수원,MS-T,-
07.09(토),18:00,한화,5,6,KIA,광주,SPO-T; G-CMB,-
07.10(일),14:00,NC,0,2,키움,고척,SPO-2T,-
07.10(일),17:00,LG,9,0,두산,잠실,KN-T,-
07.10(일),17:00,SSG,7,2,삼성,대구,SS-T,-
07.10(일),17:00,롯데,9,1,KT,수원,MS-T,-
07.10(일),17:00,한화,3,6,KIA,광주,SPO-T; G-CMB,-
07.12(화),18:30,KIA,7,1,LG,잠실,SPO-2T,-
07.12(화),18:30,키움,3,7,SSG,문학,SPO-T,-
07.12(화),18:30,한화,2,3,롯데,사직,SS-T,-
07.12(화),18:30,두산,11,7,NC,창원,MS-T,-
07.12(화),18:30,삼성,3,4,KT,수원,KN-T,-
07.13(수),18:30,KIA,,,LG,잠실,SPO-2T,우천취소
07.13(수),18:30,키움,,,SSG,문학,SPO-T,우천취소
07.13(수),18:30,한화,0,2,롯데,사직,SS-T,-
07.13(수),18:30,두산,1,4,NC,창원,MS-T,-
07.13(수),18:30,삼성,,,KT,수원,KN-T,우천취소
07.14(목),18:30,KIA,2,6,LG,잠실,SPO-2T,-
07.14(목),18:30,키움,1,4,SSG,문학,SPO-T,-
07.14(목),18:30,한화,7,10,롯데,사직,SS-T,-
07.14(목),18:30,두산,11,3,NC,창원,MS-T,-
07.14(목),18:30,삼성,0,1,KT,수원,KN-T,-
07.22(금),18:30,SSG,1,0,두산,잠실,SPO-T,-
07.22(금),18:30,KIA,5,2,롯데,사직,MS-T,-
07.22(금),18:30,LG,4,5,NC,창원,SPO-2T,-
07.22(금),18:30,삼성,2,3,키움,고척,SS-T,-
07.22(금),18:30,KT,0,8,한화,대전,KN-T; D-CMB,-
07.23(토),14:00,삼성,0,6,키움,고척,S-T,-
07.23(토),18:00,SSG,,,두산,잠실,SPO-T,우천취소
07.23(토),18:00,KIA,9,3,롯데,사직,MS-T,-
07.23(토),18:00,LG,11,5,NC,창원,SPO-2T,-
07.23(토),18:00,KT,5,3,한화,대전,KN-T; SS-T; D-CMB,-
07.24(일),14:00,삼성,8,0,키움,고척,SS-T,-
07.24(일),17:00,SSG,5,4,두산,잠실,SPO-T,-
07.24(일),17:00,KIA,23,0,롯데,사직,MS-T,-
07.24(일),17:00,LG,1,6,NC,창원,SPO-2T,-
07.24(일),17:00,KT,3,1,한화,대전,KN-T; D-CMB,-
07.26(화),18:30,롯데,1,6,두산,잠실,SPO-T,-
07.26(화),18:30,LG,9,0,SSG,문학,KN-T,-
07.26(화),18:30,키움,8,7,KT,수원,SPO-2T,-
07.26(화),18:30,NC,9,1,KIA,광주,SS-T; G-CMB,-
07.26(화),18:30,한화,4,2,삼성,포항,MS-T,-
07.27(수),18:30,롯데,5,6,두산,잠실,SPO-T,-
07.27(수),18:30,LG,3,6,SSG,문학,KN-T,-
07.27(수),18:30,키움,4,5,KT,수원,SPO-2T,-
07.27(수),18:30,NC,5,9,KIA,광주,SS-T; G-CMB,-
07.27(수),18:30,한화,10,11,삼성,포항,MS-T,-
07.28(목),18:30,롯데,5,8,두산,잠실,SPO-T,-
07.28(목),18:30,LG,4,5,SSG,문학,KN-T,-
07.28(목),18:30,키움,2,8,KT,수원,SPO-2T,-
07.28(목),18:30,NC,6,2,KIA,광주,SS-T; G-CMB,-
07.28(목),18:30,한화,3,3,삼성,포항,MS-T,-
07.29(금),18:30,KT,5,4,LG,잠실,KN-T,-
07.29(금),18:30,롯데,7,8,삼성,대구,SS-T,-
07.29(금),18:30,키움,3,5,NC,창원,MS-T,-
07.29(금),18:30,SSG,2,11,KIA,광주,SPO-2T; G-CMB,-
07.29(금),18:30,두산,7,3,한화,대전,SPO-T; D-CMB,-
07.30(토),18:00,KT,7,8,LG,잠실,KN-T,-
07.30(토),18:00,롯데,9,8,삼성,대구,SS-T,-
07.30(토),18:00,키움,3,3,NC,창원,MS-T,-
07.30(토),18:00,SSG,7,5,KIA,광주,SPO-2T; G-CMB,-
07.30(토),18:00,두산,1,11,한화,대전,SPO-T; D-CMB,-
07.31(일),17:00,KT,,,LG,잠실,KN-T,우천취소
07.31(일),17:00,롯데,5,5,삼성,대구,SS-T,-
07.31(일),17:00,키움,,,NC,창원,MS-T,우천취소
07.31(일),17:00,SSG,3,2,KIA,광주,SPO-2T; G-CMB,-
