일자,시간,홈팀,홈점수,원정점수,원정팀,구장,중계,비고
06.02(화),18:30,삼성,2,0,LG,잠실,SS-T,-
06.02(화),18:30,SK,8,2,NC,창원,KN-T,-
06.02(화),18:30,두산,11,8,KT,수원,MS-T,-
06.02(화),18:30,롯데,2,7,KIA,광주,SPO-2T; G-CMB,-
06.02(화),18:30,키움,15,3,한화,대전,SPO-T; D-CMB,-
06.03(수),18:30,삼성,12,6,LG,잠실,SS-T,-
06.03(수),18:30,SK,6,8,NC,창원,KN-T,-
06.03(수),18:30,두산,2,7,KT,수원,MS-T,-
06.03(수),18:30,롯데,2,11,KIA,광주,SPO-2T; G-CMB,-
06.03(수),18:30,키움,6,2,한화,대전,SPO-T; D-CMB,-
06.04(목),18:30,삼성,0,11,LG,잠실,SS-T,-
06.04(목),18:30,SK,0,10,NC,창원,KN-T,-
06.04(목),18:30,두산,14,8,KT,수원,MS-T,-
06.04(목),18:30,롯데,3,7,KIA,광주,SPO-2T; G-CMB,-
06.04(목),18:30,키움,7,3,한화,대전,SPO-T; D-CMB,-
06.05(금),18:30,KIA,1,5,두산,잠실,K-2T,-
06.05(금),18:30,삼성,1,4,SK,문학,SS-T,-
06.05(금),18:30,KT,4,6,롯데,사직,KN-T,-
06.05(금),18:30,LG,3,6,키움,고척,MS-T; SPO-T,-
06.05(금),18:30,NC,13,2,한화,대전,SPO-2T; D-CMB,-
06.06(토),14:00,KIA,3,4,두산,잠실,M-T,-
06.06(토),14:00,NC,14,2,한화,대전,S-T,-
06.06(토),17:00,삼성,4,6,SK,문학,SS-T; SPO-2T,-
06.06(토),17:00,KT,0,1,롯데,사직,KN-T,-
06.06(토),17:00,LG,4,5,키움,고척,MS-T; SPO-T,-
06.07(일),17:00,KIA,2,3,두산,잠실,KN-T,-
06.07(일),17:00,삼성,3,0,SK,문학,MS-T,-
06.07(일),17:00,KT,2,5,롯데,사직,SPO-2T,-
06.07(일),17:00,LG,8,1,키움,고척,SPO-T,-
06.07(일),17:00,NC,8,2,한화,대전,SS-T; D-CMB,-
06.09(화),18:30,SK,5,3,LG,잠실,SPO-T,-
06.09(화),18:30,한화,3,9,롯데,사직,KN-T,-
06.09(화),18:30,키움,5,3,삼성,대구,SS-T,-
06.09(화),18:30,두산,8,12,NC,창원,SPO-2T,-
06.09(화),18:30,KIA,3,2,KT,수원,MS-T,-
06.10(수),18:30,SK,,,LG,잠실,SPO-T,우천취소
06.10(수),18:30,한화,2,12,롯데,사직,KN-T,-
06.10(수),18:30,키움,1,4,삼성,대구,SS-T,-
06.10(수),18:30,두산,9,1,NC,창원,SPO-2T,-
06.10(수),18:30,KIA,10,0,KT,수원,MS-T,-
06.11(목),15:00,SK,1,3,LG,잠실,SPO-T,-
06.11(목),18:30,SK,3,4,LG,잠실,SPO-T,-
06.11(목),18:30,한화,0,5,롯데,사직,KN-T,-
06.11(목),18:30,키움,3,6,삼성,대구,SS-T,-
06.11(목),18:30,두산,5,7,NC,창원,SPO-2T,-
06.11(목),18:30,KIA,8,13,KT,수원,MS-T,-
06.12(금),18:30,롯데,2,3,LG,잠실,MS-T,-
06.12(금),18:30,KIA,6,3,SK,문학,SPO-T,-
06.12(금),18:30,KT,,,삼성,대구,SPO-2T,우천취소
06.12(금),18:30,키움,3,2,NC,창원,SS-T,-
06.12(금),18:30,두산,5,2,한화,대전,KN-T,-
06.13(토),14:00,KT,3,5,삼성,대구,SPO-2T,-
06.13(토),17:00,롯데,7,6,LG,잠실,MS-T,-
06.13(토),17:00,KIA,2,1,SK,문학,SPO-T,-
06.13(토),17:00,키움,18,5,NC,창원,SS-T,-
06.13(토),17:00,두산,6,7,한화,대전,KN-T,-
06.13(토),17:00,KT,7,4,삼성,대구,,-
06.14(일),17:00,롯데,6,10,LG,잠실,MS-T,-
06.14(일),17:00,KIA,3,4,SK,문학,SPO-T,-
06.14(일),17:00,KT,0,12,삼성,대구,SPO-2T,-
06.14(일),17:00,키움,5,9,NC,창원,SS-T,-
06.14(일),17:00,두산,2,3,한화,대전,KN-T,-
06.16(화),18:30,삼성,4,3,두산,잠실,MS-T,-
06.16(화),18:30,KT,6,5,SK,문학,KN-T; SPO-2T,-
06.16(화),18:30,NC,4,7,KIA,광주,K-2T,-
06.16(화),18:30,롯데,7,5,키움,고척,SPO-T,-
06.16(화),18:30,LG,9,5,한화,대전,SS-T; D-CMB,-
06.17(수),18:30,삼성,6,3,두산,잠실,KN-T,-
06.17(수),18:30,KT,6,4,SK,문학,,-
06.17(수),18:30,NC,6,7,KIA,광주,SS-T; G-CMB,-
06.17(수),18:30,롯데,3,4,키움,고척,MS-T,-
06.17(수),18:30,LG,7,1,한화,대전,SPO-T; D-CMB,-
06.18(목),18:30,삼성,3,7,두산,잠실,KN-T,-
06.18(목),18:30,KT,5,3,SK,문학,SPO-2T,-
06.18(목),18:30,NC,,,KIA,광주,SS-T; G-CMB,우천취소
06.18(목),18:30,롯데,2,3,키움,고척,MS-T,-
06.18(목),18:30,LG,9,7,한화,대전,SPO-T; D-CMB,-
06.19(금),18:30,두산,18,10,LG,잠실,SPO-T,-
06.19(금),18:30,한화,1,3,NC,창원,MS-T,-
06.19(금),18:30,롯데,8,9,KT,수원,SS-T,-
06.19(금),18:30,삼성,4,5,KIA,광주,SPO-2T; G-CMB,-
06.19(금),18:30,SK,1,2,키움,고척,KN-T,-
06.20(토),17:00,두산,8,2,LG,잠실,SPO-T,-
06.20(토),17:00,한화,4,3,NC,창원,MS-T,-
06.20(토),17:00,롯데,8,0,KT,수원,SS-T,-
06.20(토),17:00,삼성,3,6,KIA,광주,G-CMB,-
06.20(토),17:00,SK,3,9,키움,고척,KN-T,-
06.21(일),17:00,두산,3,1,LG,잠실,SPO-T,-
06.21(일),17:00,한화,7,9,NC,창원,MS-T,-
06.21(일),17:00,롯데,2,3,KT,수원,SS-T,-
06.21(일),17:00,삼성,12,5,KIA,광주,G-CMB,-
06.21(일),17:00,SK,2,7,키움,고척,KN-T,-
06.23(화),18:30,키움,8,3,LG,잠실,SS-T,-
06.23(화),18:30,두산,9,2,SK,문학,SPO-T,-
06.23(화),18:30,KIA,3,4,롯데,사직,KN-T,-
06.23(화),18:30,한화,4,11,삼성,대구,SPO-2T,-
06.23(화),18:30,NC,4,3,KT,수원,MS-T,-
06.24(수),18:30,키움,,,LG,잠실,SS-T,우천취소
06.24(수),18:30,두산,,,SK,문학,SPO-T,우천취소
06.24(수),18:30,KIA,,,롯데,사직,KN-T,우천취소
06.24(수),18:30,한화,2,3,삼성,대구,SPO-2T,-
06.24(수),18:30,NC,,,KT,수원,MS-T,우천취소
06.25(목),15:00,키움,5,2,LG,잠실,SS-T,-
06.25(목),15:00,두산,14,6,SK,문학,SPO-T,-
06.25(목),15:00,KIA,,,롯데,사직,KN-T,우천취소
06.25(목),15:00,NC,3,1,KT,수원,MS-T,-
06.25(목),18:30,키움,8,5,LG,잠실,SS-T,-
06.25(목),18:30,두산,0,7,SK,문학,SPO-T,-
06.25(목),18:30,KIA,,,롯데,사직,KN-T,우천취소
06.25(목),18:30,NC,6,19,KT,수원,MS-T,-
06.25(목),18:30,한화,9,2,삼성,대구,SPO-2T,-
06.26(금),18:30,NC,9,3,두산,잠실,SPO-2T,-
06.26(금),18:30,LG,0,7,SK,문학,SPO-T,-
06.26(금),18:30,삼성,6,4,롯데,사직,MS-T,-
06.26(금),18:30,KIA,8,6,키움,고척,KN-T,-
06.26(금),18:30,KT,4,7,한화,대전,SS-T; D-CMB,-
06.27(토),17:00,NC,3,12,두산,잠실,SPO-2T,-
06.27(토),17:00,LG,3,0,SK,문학,SPO-T,-
06.27(토),17:00,삼성,6,1,롯데,사직,MS-T,-
06.27(토),17:00,KIA,0,2,키움,고척,KN-T,-
06.27(토),17:00,KT,7,2,한화,대전,SS-T; D-CMB,-
06.28(일),17:00,NC,5,0,두산,잠실,SPO-2T,-
06.28(일),17:00,LG,4,0,SK,문학,SPO-T,-
06.28(일),17:00,삼성,3,7,롯데,사직,MS-T,-
06.28(일),17:00,KIA,0,1,키움,고척,KN-T,-
06.28(일),17:00,KT,8,4,한화,대전,SS-T; D-CMB,-
06.30(화),18:30,KT,3,4,LG,잠실,SS-T,-
06.30(화),18:30,SK,1,4,삼성,대구,KN-T,-
06.30(화),18:30,롯데,10,8,NC,창원,MS-T,-
06.30(화),18:30,한화,,,KIA,광주,SPO-T; G-CMB,우천취소
06.30(화),18:30,두산,2,11,키움,고척,SPO-2T,-
