일자,시간,홈팀,홈점수,원정점수,원정팀,구장,중계,비고
08.01(목),18:30,한화,2,5,넥센,목동,XTM-T; SPO-T,-
08.01(목),18:30,삼성,12,2,KIA,무등,KN-T,-
08.01(목),18:30,NC,5,4,SK,문학,,-
08.01(목),18:30,두산,8,3,롯데,사직,MS-T,-
08.02(금),18:30,한화,0,4,NC,마산,,-
08.02(금),18:30,넥센,6,4,KIA,무등,KN-T,-
08.02(금),18:30,삼성,2,4,LG,잠실,MS-T,-
08.02(금),18:30,두산,6,4,SK,문학,XTM-T; SPO-T,-
08.03(토),18:00,한화,4,2,NC,마산,,-
08.03(토),18:00,넥센,,,KIA,무등,KN-T,우천취소
08.03(토),18:00,삼성,3,0,LG,잠실,MS-T,-
08.03(토),18:00,두산,5,7,SK,문학,XTM-T; SPO-T,-
08.04(일),18:00,한화,,,NC,마산,,우천취소
08.04(일),18:00,넥센,0,6,KIA,무등,KN-T,-
08.04(일),18:00,삼성,6,9,LG,잠실,MS-T,-
08.04(일),18:00,두산,5,2,SK,문학,XTM-T; SPO-T,-
08.06(화),18:30,LG,5,1,NC,마산,KN-T,-
08.06(화),18:30,넥센,4,5,두산,잠실,MS-T,-
08.06(화),18:30,KIA,3,5,롯데,사직,XTM-T; SPO-T,-
08.06(화),18:30,SK,,,한화,청주,,우천취소
08.07(수),18:30,LG,14,5,NC,마산,KN-T,-
08.07(수),18:30,넥센,7,11,두산,잠실,MS-T,-
08.07(수),18:30,KIA,1,7,롯데,사직,XTM-T; SPO-T,-
08.07(수),18:30,SK,7,1,한화,청주,,-
08.08(목),18:30,KIA,4,5,NC,마산,XTM-T; SPO-T,-
08.08(목),18:30,SK,4,1,넥센,목동,,-
08.08(목),18:30,롯데,5,4,LG,잠실,KN-T,-
08.08(목),18:30,한화,3,10,삼성,대구,MS-T,-
08.09(금),18:30,KIA,5,2,NC,마산,XTM-T; SPO-T,-
08.09(금),18:30,SK,4,4,넥센,목동,,-
08.09(금),18:30,롯데,2,7,LG,잠실,KN-T,-
08.09(금),18:30,한화,14,2,삼성,대구,MS-T,-
08.10(토),18:00,한화,5,11,넥센,목동,,-
08.10(토),18:00,삼성,10,4,KIA,무등,XTM-T; SPO-T,-
08.10(토),18:00,LG,3,2,두산,잠실,MS-T,-
08.10(토),18:00,롯데,0,6,SK,문학,KN-T,-
08.11(일),18:00,한화,6,3,넥센,목동,,-
08.11(일),18:00,삼성,5,6,KIA,무등,XTM-T; SPO-T,-
08.11(일),18:00,LG,3,1,두산,잠실,MS-T,-
08.11(일),18:00,롯데,3,4,SK,문학,KN-T,-
08.13(화),18:30,롯데,2,3,두산,잠실,KN-T,-
08.13(화),18:30,KIA,2,9,SK,문학,XTM-T; SPO-T,-
08.13(화),18:30,LG,16,9,삼성,대구,,-
08.13(화),18:30,NC,3,1,한화,청주,MS-T,-
08.14(수),18:30,롯데,6,7,두산,잠실,KN-T,-
08.14(수),18:30,KIA,1,8,SK,문학,XTM-T; SPO-T,-
08.14(수),18:30,LG,2,9,삼성,대구,,-
08.14(수),18:30,NC,5,1,한화,청주,MS-T,-
08.15(목),18:00,두산,4,0,KIA,무등,,-
08.15(목),18:00,삼성,2,4,NC,마산,KN-T,-
08.15(목),18:00,한화,4,6,LG,잠실,MS-T,-
08.15(목),18:00,넥센,6,1,롯데,사직,XTM-T; SPO-T,-
08.16(금),18:30,두산,9,7,KIA,무등,,-
08.16(금),18:30,삼성,1,3,NC,마산,KN-T,-
08.16(금),18:30,한화,2,1,LG,잠실,MS-T,-
08.16(금),18:30,넥센,3,9,롯데,사직,XTM-T; SPO-T,-
08.17(토),18:00,LG,4,3,KIA,군산,,-
08.17(토),18:00,SK,1,4,두산,잠실,MS-T,-
08.17(토),18:00,NC,3,5,롯데,사직,XTM-T; SPO-T,-
08.17(토),18:00,넥센,1,2,삼성,포항,KN-T,-
08.18(일),18:00,LG,4,7,KIA,군산,,-
08.18(일),18:00,SK,9,0,두산,잠실,MS-T,-
08.18(일),18:00,NC,6,6,롯데,사직,XTM-T; SPO-T,-
08.18(일),18:00,넥센,5,4,삼성,포항,KN-T,-
08.20(화),18:30,LG,5,3,넥센,목동,MS-T,-
08.20(화),18:30,NC,8,6,두산,잠실,KN-T,-
08.20(화),18:30,SK,8,4,삼성,대구,XTM-T; SPO-T,-
08.20(화),18:30,롯데,4,0,한화,대전,,-
08.21(수),18:30,LG,4,6,넥센,목동,MS-T,-
08.21(수),18:30,NC,7,5,두산,잠실,KN-T,-
08.21(수),18:30,SK,7,9,삼성,대구,XTM-T; SPO-T,-
08.21(수),18:30,롯데,6,4,한화,대전,,-
08.22(목),18:30,NC,1,6,넥센,목동,KN-T,-
08.22(목),18:30,LG,1,6,SK,문학,XTM-T; SPO-T,-
08.22(목),18:30,두산,2,4,삼성,대구,,-
08.22(목),18:30,KIA,3,4,한화,대전,MS-T,-
08.23(금),18:30,NC,6,5,넥센,목동,KN-T,-
08.23(금),18:30,LG,11,5,SK,문학,XTM-T; SPO-T,-
08.23(금),18:30,두산,13,4,삼성,대구,,-
08.23(금),18:30,KIA,,,한화,대전,MS-T,우천취소
08.24(토),18:00,KIA,2,4,넥센,목동,,-
08.24(토),18:00,SK,,,NC,마산,KN-T,우천취소
08.24(토),18:00,한화,6,2,두산,잠실,XTM-T; SPO-T,-
08.24(토),18:00,삼성,,,롯데,사직,MS-T,우천취소
08.25(일),18:00,KIA,9,6,넥센,목동,,-
08.25(일),18:00,SK,2,0,NC,마산,KN-T,-
08.25(일),18:00,한화,3,2,두산,잠실,XTM-T; SPO-T,-
08.25(일),18:00,삼성,5,2,롯데,사직,MS-T,-
08.27(화),18:30,롯데,7,2,KIA,무등,KN-T,-
08.27(화),18:30,넥센,1,0,LG,잠실,MS-T,-
08.27(화),18:30,한화,0,3,SK,문학,XTM-T; SPO-T,-
08.27(화),18:30,NC,1,2,삼성,대구,,-
08.28(수),18:30,롯데,4,5,KIA,무등,KN-T,-
08.28(수),18:30,넥센,4,3,LG,잠실,MS-T,-
08.28(수),18:30,한화,3,4,SK,문학,XTM-T; SPO-T,-
08.28(수),18:30,NC,9,1,삼성,대구,,-
08.29(목),18:30,두산,6,0,NC,마산,,-
08.29(목),18:30,넥센,,,KIA,무등,MS-T,우천취소
08.29(목),18:30,삼성,2,5,SK,문학,XTM-T; SPO-T,-
08.29(목),18:30,한화,0,1,롯데,사직,KN-T,-
08.30(금),18:30,두산,5,4,NC,마산,,-
08.30(금),18:30,넥센,4,1,KIA,무등,MS-T,-
08.30(금),18:30,삼성,5,1,SK,문학,XTM-T; SPO-T,-
08.30(금),18:30,한화,4,6,롯데,사직,KN-T,-
08.31(토),18:00,NC,7,3,KIA,무등,KN-T,-
08.31(토),18:00,삼성,,,두산,잠실,XTM-T; SPO-T,우천취소
08.31(토),18:00,LG,8,2,롯데,사직,,-
08.31(토),18:00,넥센,2,3,한화,대전,MS-T,-
