일자,시간,홈팀,홈점수,원정점수,원정팀,구장,중계,비고
06.01(수),17:00,KIA,7,3,두산,잠실,MS-T,-
06.01(수),17:00,KT,1,2,SSG,문학,SPO-2T,-
06.01(수),17:00,LG,14,5,롯데,사직,SPO-T,-
06.01(수),17:00,삼성,4,2,키움,고척,KN-T,-
06.01(수),17:00,NC,0,3,한화,대전,SS-T; D-CMB,-
06.02(목),18:30,KIA,4,3,두산,잠실,MS-T,-
06.02(목),18:30,KT,14,1,SSG,문학,SPO-2T,-
06.02(목),18:30,LG,2,2,롯데,사직,SPO-T,-
06.02(목),18:30,삼성,5,6,키움,고척,KN-T,-
06.02(목),18:30,NC,4,3,한화,대전,SS-T; D-CMB,-
06.03(금),18:30,SSG,1,7,LG,잠실,MS-T,-
06.03(금),18:30,두산,5,8,삼성,대구,SPO-T,-
06.03(금),18:30,롯데,1,5,NC,창원,SPO-2T,-
06.03(금),18:30,KIA,2,5,KT,수원,SS-T,-
06.03(금),18:30,키움,2,14,한화,대전,KN-T; D-CMB,-
06.04(토),17:00,SSG,2,6,LG,잠실,MS-T,-
06.04(토),17:00,두산,16,8,삼성,대구,SPO-T,-
06.04(토),17:00,롯데,3,2,NC,창원,SPO-2T,-
06.04(토),17:00,KIA,3,4,KT,수원,SS-T,-
06.04(토),17:00,키움,4,3,한화,대전,KN-T; D-CMB,-
06.05(일),17:00,SSG,2,0,LG,잠실,MS-T,-
06.05(일),17:00,두산,,,삼성,대구,SPO-T,우천취소
06.05(일),17:00,롯데,,,NC,창원,SPO-2T,우천취소
06.05(일),17:00,KIA,2,2,KT,수원,SS-T,-
06.05(일),17:00,키움,,,한화,대전,KN-T; D-CMB,우천취소
06.07(화),18:30,한화,1,3,두산,잠실,MS-T,-
06.07(화),18:30,삼성,7,4,롯데,사직,SS-T,-
06.07(화),18:30,SSG,2,6,NC,창원,SPO-T,-
06.07(화),18:30,LG,,,KIA,광주,KN-T; G-CMB,우천취소
06.07(화),18:30,KT,0,3,키움,고척,SPO-2T,-
06.08(수),18:30,한화,5,1,두산,잠실,MS-T,-
06.08(수),18:30,삼성,4,2,롯데,사직,SS-T,-
06.08(수),18:30,SSG,2,2,NC,창원,SPO-T,-
