일자,시간,홈팀,홈점수,원정점수,원정팀,구장,중계,비고
06.01(일),17:00,LG,4,8,넥센,목동,KN-T,-
06.01(일),17:00,롯데,14,5,두산,잠실,XTM-T; SPO-T,-
06.01(일),17:00,NC,5,6,KIA,광주,MS-T,-
06.01(일),17:00,SK,3,9,한화,대전,SS-T; IB-T,-
06.03(화),18:30,넥센,3,5,NC,마산,XTM-T; SPO-T,-
06.03(화),18:30,두산,,,SK,문학,KN-T,우천취소
06.03(화),18:30,한화,,,롯데,사직,MS-T,우천취소
06.03(화),18:30,KIA,1,4,삼성,대구,SS-T; IB-T,-
06.04(수),18:30,넥센,3,20,NC,마산,XTM-T; SPO-T,-
06.04(수),18:30,두산,7,8,SK,문학,KN-T,-
06.04(수),18:30,한화,,,롯데,사직,MS-T,우천취소
06.04(수),18:30,KIA,5,14,삼성,대구,SS-T; IB-T,-
06.05(목),18:30,넥센,5,9,NC,마산,XTM-T; SPO-T,-
06.05(목),18:30,두산,2,4,SK,문학,KN-T,-
06.05(목),18:30,한화,1,10,롯데,사직,MS-T,-
06.05(목),18:30,KIA,13,12,삼성,대구,SS-T; IB-T,-
06.06(금),17:00,두산,10,15,넥센,목동,KN-T,-
06.06(금),17:00,KIA,5,3,LG,잠실,SS-T; IB-T,-
06.06(금),17:00,롯데,4,7,SK,문학,XTM-T; SPO-T,-
06.06(금),17:00,삼성,3,6,한화,대전,MS-T,-
06.07(토),17:00,두산,7,9,넥센,목동,KN-T,-
06.07(토),17:00,KIA,9,2,LG,잠실,SS-T; IB-T,-
06.07(토),17:00,롯데,4,0,SK,문학,XTM-T; SPO-T,-
06.07(토),17:00,삼성,7,4,한화,대전,MS-T,-
06.08(일),17:00,두산,11,9,넥센,목동,KN-T,-
06.08(일),17:00,KIA,3,20,LG,잠실,SS-T; IB-T,-
06.08(일),17:00,롯데,3,0,SK,문학,XTM-T; SPO-T,-
06.08(일),17:00,삼성,7,2,한화,대전,MS-T,-
06.10(화),18:30,삼성,5,5,넥센,목동,MS-T,-
06.10(화),18:30,NC,8,4,두산,잠실,XTM-T; SPO-T,-
06.10(화),18:30,LG,5,2,롯데,사직,KN-T,-
06.10(화),18:30,한화,16,15,KIA,광주,SS-T; IB-T,-
06.11(수),18:30,삼성,,,넥센,목동,MS-T,우천취소
06.11(수),18:30,NC,,,두산,잠실,XTM-T; SPO-T,우천취소
06.11(수),18:30,LG,1,4,롯데,사직,KN-T,-
06.11(수),18:30,한화,2,9,KIA,광주,SS-T; IB-T,-
06.12(목),18:30,삼성,4,7,넥센,목동,MS-T,-
06.12(목),18:30,NC,3,4,두산,잠실,XTM-T; SPO-T,-
06.12(목),18:30,LG,,,롯데,사직,KN-T,우천취소
06.12(목),18:30,한화,10,11,KIA,광주,SS-T; IB-T,-
06.13(금),18:30,한화,5,2,NC,마산,MS-T,-
06.13(금),18:30,SK,9,10,LG,잠실,XTM-T; SPO-T,-
06.13(금),18:30,KIA,6,8,롯데,사직,KN-T,-
06.13(금),18:30,두산,6,4,삼성,대구,SS-T; IB-T,-
06.14(토),17:00,한화,2,10,NC,마산,MS-T,-
06.14(토),17:00,SK,4,1,LG,잠실,XTM-T; SPO-T,-
06.14(토),17:00,KIA,4,6,롯데,사직,KN-T,-
06.14(토),17:00,두산,6,7,삼성,대구,SS-T; IB-T,-
06.15(일),17:00,한화,2,11,NC,마산,MS-T,-
06.15(일),17:00,SK,2,15,LG,잠실,XTM-T; SPO-T,-
06.15(일),17:00,KIA,8,4,롯데,사직,KN-T,-
06.15(일),17:00,두산,1,3,삼성,대구,SS-T; IB-T,-
06.17(화),18:30,롯데,5,10,NC,마산,KN-T,-
06.17(화),18:30,LG,6,7,두산,잠실,MS-T,-
06.17(화),18:30,삼성,12,5,SK,문학,SS-T; IB-T,-
06.17(화),18:30,넥센,9,4,KIA,광주,XTM-T; SPO-T,-
06.18(수),18:30,롯데,2,5,NC,마산,KN-T,-
06.18(수),18:30,LG,10,8,두산,잠실,MS-T,-
06.18(수),18:30,삼성,10,9,SK,문학,SS-T; IB-T,-
06.18(수),18:30,넥센,11,4,KIA,광주,XTM-T; SPO-T,-
06.19(목),18:30,롯데,7,5,NC,마산,KN-T,-
06.19(목),18:30,LG,8,2,두산,잠실,MS-T,-
06.19(목),18:30,삼성,8,3,SK,문학,SS-T; IB-T,-
06.19(목),18:30,넥센,1,3,KIA,광주,XTM-T; SPO-T,-
06.20(금),18:30,SK,3,4,넥센,목동,MS-T,-
06.20(금),18:30,삼성,11,4,NC,마산,KN-T,-
06.20(금),18:30,KIA,7,1,두산,잠실,XTM-T; SPO-T,-
06.20(금),18:30,LG,,,한화,대전,SS-T; IB-T,우천취소
06.21(토),17:00,SK,5,6,넥센,목동,MS-T,-
06.21(토),17:00,삼성,,,NC,마산,KN-T,우천취소
06.21(토),17:00,KIA,4,2,두산,잠실,XTM-T; SPO-T,-
06.21(토),17:00,LG,2,4,한화,대전,SS-T; IB-T,-
06.22(일),17:00,SK,5,10,넥센,목동,MS-T,-
06.22(일),17:00,삼성,3,0,NC,마산,KN-T,-
06.22(일),17:00,KIA,1,0,두산,잠실,XTM-T; SPO-T,-
06.22(일),17:00,LG,10,7,한화,대전,SS-T; IB-T,-
06.23(월),18:30,삼성,,,NC,마산,KN-T,우천취소
06.23(월),18:30,LG,4,2,한화,대전,SS-T,-
06.24(화),18:30,NC,6,0,LG,잠실,SS-T; IB-T,-
06.24(화),18:30,넥센,6,5,삼성,대구,KN-T,-
06.24(화),18:30,SK,12,4,KIA,광주,XTM-T; SPO-T,-
06.24(화),18:30,롯데,5,6,한화,대전,MS-T,-
06.25(수),18:30,NC,3,1,LG,잠실,SS-T; IB-T,-
06.25(수),18:30,넥센,3,14,삼성,대구,KN-T,-
06.25(수),18:30,SK,4,5,KIA,광주,XTM-T; SPO-T,-
06.25(수),18:30,롯데,9,3,한화,대전,MS-T,-
06.26(목),18:30,NC,0,4,LG,잠실,SS-T; IB-T,-
06.26(목),18:30,넥센,15,9,삼성,대구,KN-T,-
06.26(목),18:30,SK,4,8,KIA,광주,XTM-T; SPO-T,-
06.26(목),18:30,롯데,10,9,한화,대전,MS-T,-
06.27(금),18:30,넥센,2,8,두산,잠실,KN-T,-
06.27(금),18:30,LG,4,5,SK,문학,SS-T; IB-T,-
06.27(금),18:30,NC,7,8,롯데,사직,MS-T,-
06.27(금),18:30,한화,6,4,삼성,포항,XTM-T; SPO-T,-
06.28(토),17:00,넥센,8,1,두산,잠실,KN-T,-
06.28(토),17:00,LG,1,4,SK,문학,SS-T; IB-T,-
06.28(토),17:00,NC,1,4,롯데,사직,MS-T,-
06.28(토),17:00,한화,4,15,삼성,포항,XTM-T; SPO-T,-
06.29(일),17:00,넥센,7,0,두산,잠실,KN-T,-
06.29(일),17:00,LG,11,4,SK,문학,SS-T; IB-T,-
06.29(일),17:00,NC,0,9,롯데,사직,MS-T,-
06.29(일),17:00,한화,2,9,삼성,포항,XTM-T; SPO-T,-
