BASE_DE,BASE_YEAR,BASE_MT,BASE_DAY,CTPRVN_CD,CTPRVN_NM,KLEA_VIEWNG_NMPR_CO,KBO_VIEWNG_NMPR_CO,KBL_VIEWNG_NMPR_CO,WKBL_VIEWNG_NMPR_CO,KOVO_VIEWNG_NMPR_CO,SPORTS_VIEWNG_NMPR_CO,KLEA_MATCH_CO,KBO_MATCH_CO,KBL_MATCH_CO,WKBL_MATCH_CO,KOVO_MATCH_CO,SPORTS_MATCH_CO,COLCT_DE,UPDT_DE
"2025"0408,"2025",04,08,26,부산,0.00000,42114.00000,0.00000,0.00000,0.00000,42114.00000,0,3,0,0,0,3,"20250715","20250715"
"2025"0408,"2025",04,08,41,경기,0.00000,15699.00000,3914.00000,0.00000,0.00000,19613.00000,0,3,2,0,0,5,"20250715","20250715"
"2025"0408,"2025",04,08,27,대구,0.00000,57981.00000,1709.00000,0.00000,0.00000,59690.00000,0,3,1,0,0,4,"20250715","20250715"
"2025"0409,"2025",04,09,11,서울,0.00000,87801.00000,0.00000,0.00000,0.00000,87801.00000,0,6,0,0,0,6,"20250715","20250715"
"2025"0409,"2025",04,09,26,부산,0.00000,40653.00000,0.00000,0.00000,0.00000,40653.00000,0,3,0,0,0,3,"20250715","20250715"
"2025"0409,"2025",04,09,41,경기,0.00000,11001.00000,0.00000,0.00000,0.00000,11001.00000,0,3,0,0,0,3,"20250715","20250715"
"2025"0409,"2025",04,09,27,대구,0.00000,61896.00000,0.00000,0.00000,0.00000,61896.00000,0,3,0,0,0,3,"20250715","20250715"
"2025"0410,"2025",04,10,11,서울,0.00000,96564.00000,0.00000,0.00000,0.00000,96564.00000,0,6,0,0,0,6,"20250715","20250715"
"2025"0410,"2025",04,10,26,부산,0.00000,41178.00000,0.00000,0.00000,0.00000,41178.00000,0,3,0,0,0,3,"20250715","20250715"
"2025"0410,"2025",04,10,41,경기,0.00000,15258.00000,0.00000,0.00000,0.00000,15258.00000,0,3,0,0,0,3,"20250715","20250715"
"2025"0410,"2025",04,10,27,대구,0.00000,63873.00000,0.00000,0.00000,0.00000,63873.00000,0,3,0,0,0,3,"20250715","20250715"
"2025"0411,"2025",04,11,26,부산,0.00000,41184.00000,0.00000,0.00000,0.00000,41184.00000,0,3,0,0,0,3,"20250715","20250715"
