일자,시간,홈팀,홈점수,원정점수,원정팀,구장,중계,비고
08.02(화),18:30,KIA,8,3,두산,잠실,,-
08.02(화),18:30,LG,5,4,SK,문학,MS-T,-
08.02(화),18:30,넥센,3,5,삼성,대구,,-
08.02(화),18:30,롯데,9,3,한화,대전,KN-T; SPO-T,-
08.03(수),18:30,KIA,4,5,두산,잠실,,-
08.03(수),18:30,LG,4,5,SK,문학,MS-T,-
08.03(수),18:30,넥센,2,3,삼성,대구,,-
08.03(수),18:30,롯데,,,한화,대전,KN-T; SPO-T,우천취소
08.04(목),18:30,KIA,2,1,두산,잠실,,-
08.04(목),18:30,LG,1,9,SK,문학,MS-T,-
08.04(목),18:30,넥센,0,2,삼성,대구,,-
08.04(목),18:30,롯데,9,1,한화,대전,KN-T; SPO-T,-
08.05(금),18:30,두산,5,8,넥센,목동,,-
08.05(금),18:30,한화,0,8,LG,잠실,MS-T,-
08.05(금),18:30,KIA,2,4,SK,문학,,-
08.05(금),18:30,삼성,2,0,롯데,사직,KN-T; SPO-T,-
08.06(토),17:00,두산,9,5,넥센,목동,,-
08.06(토),17:00,한화,5,2,LG,잠실,MS-T,-
08.06(토),17:00,KIA,0,3,SK,문학,,-
08.06(토),17:00,삼성,4,11,롯데,사직,KN-T; KNN-T; SPO-T,-
08.07(일),17:00,두산,0,3,넥센,목동,,-
08.07(일),17:00,한화,11,4,LG,잠실,MS-T,-
08.07(일),17:00,KIA,6,1,SK,문학,,-
08.07(일),17:00,삼성,3,1,롯데,사직,KN-T; SPO-T,-
08.09(화),18:30,LG,0,2,KIA,무등,SPO-T,-
08.09(화),18:30,SK,1,2,두산,잠실,MS-T,-
08.09(화),18:30,넥센,3,1,롯데,사직,,-
08.09(화),18:30,한화,,,삼성,대구,KN-T,우천취소
08.10(수),18:30,LG,13,4,KIA,무등,SPO-T,-
08.10(수),18:30,SK,11,5,두산,잠실,MS-T,-
08.10(수),18:30,넥센,3,4,롯데,사직,,-
08.10(수),18:30,한화,2,4,삼성,대구,KN-T,-
08.11(목),18:30,LG,2,3,KIA,무등,SPO-T,-
08.11(목),18:30,SK,1,3,두산,잠실,,-
08.11(목),18:30,넥센,3,5,롯데,사직,,-
08.11(목),18:30,한화,4,2,삼성,대구,KN-T,-
08.12(금),18:30,롯데,,,LG,잠실,,우천취소
08.12(금),18:30,넥센,,,SK,문학,,우천취소
08.12(금),18:30,KIA,3,7,삼성,대구,SPO-T,-
