일자,시간,홈팀,홈점수,원정점수,원정팀,구장,중계,비고
07.01(목),18:30,SK,8,2,KIA,무등,MS-T; ; G-CMB,-
07.01(목),18:30,넥센,12,5,LG,잠실,,-
07.01(목),18:30,롯데,6,7,삼성,대구,KN-T; SPO-T,-
07.01(목),18:30,두산,4,3,한화,대전,D-CMB,-
07.02(금),18:30,한화,,,넥센,목동,,우천취소
07.02(금),18:30,롯데,,,LG,잠실,KN-T; SPO-T,우천취소
07.02(금),18:30,두산,,,SK,문학,,우천취소
07.02(금),18:30,KIA,,,삼성,대구,MS-T,우천취소
07.03(토),17:00,한화,7,2,넥센,목동,,-
07.03(토),17:00,롯데,14,13,LG,잠실,KN-T; SPO-T,-
07.03(토),17:00,두산,7,8,SK,문학,,-
07.03(토),17:00,KIA,0,3,삼성,대구,MS-T,-
07.04(일),17:00,한화,7,1,넥센,목동,,-
07.04(일),17:00,롯데,6,2,LG,잠실,KN-T; SPO-T,-
07.04(일),17:00,두산,2,4,SK,문학,,-
07.04(일),17:00,KIA,3,5,삼성,대구,MS-T,-
07.06(화),18:30,넥센,4,6,롯데,마산,MS-T,-
07.06(화),18:30,KIA,2,7,두산,잠실,,-
07.06(화),18:30,삼성,4,0,SK,문학,KN-T; SPO-T,-
07.06(화),18:30,LG,6,2,한화,대전,D-CMB,-
07.07(수),18:30,넥센,3,2,롯데,마산,MS-T,-
07.07(수),18:30,KIA,,,두산,잠실,,우천취소
07.07(수),18:30,삼성,9,6,SK,문학,KN-T; SPO-T,-
07.07(수),18:30,LG,7,10,한화,대전,D-CMB,-
07.08(목),18:30,넥센,4,10,롯데,마산,MS-T,-
07.08(목),18:30,KIA,2,5,두산,잠실,,-
07.08(목),18:30,삼성,0,6,SK,문학,KN-T; SPO-T,-
07.08(목),18:30,LG,1,4,한화,대전,D-CMB,-
07.09(금),18:30,한화,2,4,KIA,무등,,-
07.09(금),18:30,삼성,8,7,넥센,목동,,-
07.09(금),18:30,두산,7,9,LG,잠실,KN-T; SPO-T,-
07.09(금),18:30,SK,4,5,롯데,사직,MS-T,-
07.10(토),17:00,한화,3,12,KIA,무등,,-
