일자,시간,홈팀,홈점수,원정점수,원정팀,구장,중계,비고
04.01(금),19:00,KIA,4,5,NC,마산,SPO-T,-
04.01(금),19:00,한화,4,5,LG,잠실,,-
04.01(금),19:00,KT,8,4,SK,문학,KN-T; SS-T,-
04.01(금),19:00,두산,5,1,삼성,대구,K-2T,-
04.01(금),19:00,롯데,2,1,넥센,고척,MS-T,-
04.02(토),14:00,롯데,3,5,넥센,고척,M-T,-
04.02(토),17:00,KIA,4,3,NC,마산,SPO-T,-
04.02(토),17:00,한화,7,8,LG,잠실,,-
04.02(토),17:00,KT,3,4,SK,문학,KN-T; SS-T,-
04.02(토),17:00,두산,6,10,삼성,대구,MS-T,-
04.03(일),14:00,KIA,,,NC,마산,SPO-T,우천취소
04.03(일),14:00,한화,,,LG,잠실,,우천취소
04.03(일),14:00,KT,5,4,SK,문학,SS-T,-
04.03(일),14:00,롯데,5,6,넥센,고척,KN-T,-
04.03(일),17:00,두산,,,삼성,대구,MS-T,우천취소
04.05(화),18:30,NC,2,6,두산,잠실,KN-T,-
04.05(화),18:30,SK,1,2,롯데,사직,SPO-T,-
04.05(화),18:30,삼성,3,8,KT,수원,,-
04.05(화),18:30,LG,1,4,KIA,광주,SS-T,-
04.05(화),18:30,넥센,5,9,한화,대전,MS-T,-
04.06(수),18:30,NC,0,2,두산,잠실,KN-T,-
04.06(수),18:30,SK,1,11,롯데,사직,SPO-T,-
04.06(수),18:30,삼성,11,6,KT,수원,,-
04.06(수),18:30,LG,,,KIA,광주,SS-T,우천취소
04.06(수),18:30,넥센,6,4,한화,대전,MS-T,-
04.07(목),18:30,NC,8,2,두산,잠실,KN-T,-
04.07(목),18:30,SK,8,3,롯데,사직,SPO-T,-
04.07(목),18:30,삼성,3,1,KT,수원,,-
04.07(목),18:30,LG,8,4,KIA,광주,SS-T,-
04.07(목),18:30,넥센,7,3,한화,대전,MS-T,-
04.08(금),18:30,한화,4,5,NC,마산,,-
04.08(금),18:30,넥센,4,6,두산,잠실,KN-T,-
04.08(금),18:30,LG,2,3,SK,문학,SPO-T,-
04.08(금),18:30,삼성,7,3,롯데,사직,SS-T,-
04.08(금),18:30,KIA,0,4,KT,수원,MS-T,-
04.09(토),14:00,삼성,4,7,롯데,사직,S-T,-
04.09(토),17:00,한화,1,10,NC,마산,SS-T,-
04.09(토),17:00,넥센,9,9,두산,잠실,KN-T; SPO-T,-
04.09(토),17:00,LG,3,4,SK,문학,MS-T,-
04.09(토),17:00,KIA,6,3,KT,수원,,-
04.10(일),14:00,한화,2,1,NC,마산,,-
04.10(일),14:00,넥센,5,4,두산,잠실,KN-T,-
04.10(일),14:00,삼성,1,5,롯데,사직,SS-T,-
04.10(일),14:00,KIA,6,9,KT,수원,MS-T,-
04.10(일),17:00,LG,6,7,SK,문학,SPO-T,-
04.12(화),18:30,롯데,11,12,LG,잠실,KN-T,-
04.12(화),18:30,KIA,7,6,SK,문학,,-
04.12(화),18:30,NC,5,16,삼성,대구,MS-T,-
04.12(화),18:30,KT,2,5,넥센,고척,SPO-T,-
04.12(화),18:30,두산,8,2,한화,대전,SS-T,-
04.13(수),18:30,롯데,3,5,LG,잠실,KN-T,-
04.13(수),18:30,KIA,0,2,SK,문학,,-
04.13(수),18:30,NC,7,2,삼성,대구,MS-T,-
04.13(수),18:30,KT,7,6,넥센,고척,SPO-T,-
04.13(수),18:30,두산,7,3,한화,대전,SS-T,-
04.14(목),18:30,롯데,9,0,LG,잠실,KN-T,-
04.14(목),18:30,KIA,6,7,SK,문학,,-
04.14(목),18:30,NC,5,7,삼성,대구,MS-T,-
04.14(목),18:30,KT,5,4,넥센,고척,SPO-T,-
04.14(목),18:30,두산,17,2,한화,대전,SS-T,-
04.15(금),18:30,롯데,0,3,NC,마산,MS-T,-
04.15(금),18:30,삼성,2,7,두산,잠실,,-
04.15(금),18:30,SK,7,3,KT,수원,SPO-T,-
04.15(금),18:30,넥센,6,11,KIA,광주,SS-T,-
04.15(금),18:30,LG,18,2,한화,대전,KN-T,-
04.16(토),17:00,롯데,,,NC,마산,MS-T,우천취소
04.16(토),17:00,삼성,,,두산,잠실,,우천취소
04.16(토),17:00,SK,,,KT,수원,SPO-T,우천취소
04.16(토),17:00,넥센,,,KIA,광주,SS-T,우천취소
04.16(토),17:00,LG,,,한화,대전,KN-T,우천취소
04.17(일),14:00,롯데,8,5,NC,마산,MS-T,-
04.17(일),14:00,삼성,2,6,두산,잠실,,-
04.17(일),14:00,SK,10,6,KT,수원,SPO-T,-
04.17(일),14:00,넥센,2,1,KIA,광주,SS-T,-
04.17(일),17:00,LG,6,4,한화,대전,KN-T,-
04.19(화),18:30,NC,8,1,LG,잠실,SS-T,-
04.19(화),18:30,넥센,3,1,SK,문학,MS-T,-
04.19(화),18:30,한화,3,4,롯데,사직,SPO-T,-
04.19(화),18:30,두산,3,2,KT,수원,,-
04.19(화),18:30,삼성,2,7,KIA,광주,KN-T; G-CMB,-
04.20(수),18:30,NC,3,6,LG,잠실,SS-T,-
04.20(수),18:30,넥센,1,9,SK,문학,MS-T,-
04.20(수),18:30,한화,4,10,롯데,사직,SPO-T,-
04.20(수),18:30,두산,13,4,KT,수원,,-
04.20(수),18:30,삼성,2,1,KIA,광주,KN-T; G-CMB,-
04.21(목),18:30,NC,8,5,LG,잠실,SS-T,-
04.21(목),18:30,넥센,2,3,SK,문학,MS-T,-
04.21(목),18:30,한화,9,5,롯데,사직,SPO-T,-
04.21(목),18:30,두산,3,8,KT,수원,,-
04.21(목),18:30,삼성,8,1,KIA,광주,KN-T; G-CMB,-
04.22(금),18:30,한화,2,8,두산,잠실,KN-T,-
04.22(금),18:30,NC,6,5,SK,문학,MS-T,-
04.22(금),18:30,KIA,5,7,롯데,사직,SPO-T,-
04.22(금),18:30,KT,13,3,삼성,대구,SS-T,-
04.22(금),18:30,LG,2,10,넥센,고척,,-
04.23(토),17:00,한화,2,3,두산,잠실,KN-T,-
04.23(토),17:00,NC,2,8,SK,문학,MS-T,-
04.23(토),17:00,KIA,16,10,롯데,사직,SPO-T,-
04.23(토),17:00,KT,11,6,삼성,대구,SS-T,-
04.23(토),17:00,LG,2,14,넥센,고척,,-
04.24(일),14:00,NC,2,3,SK,문학,MS-T,-
04.24(일),14:00,KIA,11,4,롯데,사직,SPO-T,-
04.24(일),14:00,KT,0,6,삼성,대구,SS-T,-
04.24(일),14:00,LG,5,3,넥센,고척,,-
04.24(일),17:00,한화,1,5,두산,잠실,KN-T,-
04.26(화),18:30,넥센,3,4,NC,마산,,-
04.26(화),18:30,SK,3,4,두산,잠실,SS-T,-
