MATCH_SEQ_NO,MATCH_DE,HOME_TEAM_NM,AWAY_TEAM_NM,STDM_NM,SPORTS_VIEWNG_NMPR_CO
647,20230927,SSG,두산,문학,6526.0
648,20230927,SSG,두산,문학,12132.0
649,20230927,한화,삼성,한밭,2807.0
650,20230927,한화,삼성,한밭,7281.0
651,20230928,롯데,한화,사직,12227.0
652,20230928,NC,KIA,창원,11864.0
653,20230928,키움,SSG,고척,7082.0
654,20230928,LG,삼성,잠실,21057.0
655,20230929,롯데,한화,사직,10279.0
656,20230929,키움,KIA,고척,14472.0
657,20230929,두산,LG,잠실,20951.0
658,20230930,SSG,KIA,문학,22191.0
659,20230930,두산,LG,잠실,23750.0
660,20230930,삼성,NC,대구,24000.0
661,20231001,SSG,KIA,문학,22701.0
662,20231001,두산,LG,잠실,23750.0
663,20231001,한화,NC,한밭,11004.0
664,20231001,롯데,삼성,사직,20159.0
665,20231001,KT,키움,수원,11337.0
666,20231002,KT,LG,수원,18700.0
667,20231002,한화,NC,한밭,12000.0
668,20231002,롯데,삼성,사직,15868.0
669,20231002,롯데,삼성,사직,16293.0
670,20231002,두산,키움,잠실,18050.0
671,20231003,KT,KIA,수원,16841.0
672,20231003,SSG,NC,문학,14507.0
673,20231003,롯데,삼성,사직,13042.0
674,20231003,두산,키움,잠실,14588.0
675,20231004,삼성,한화,대구,12571.0
676,20231004,KT,KIA,수원,3908.0
677,20231004,KT,KIA,수원,5907.0
678,20231004,롯데,LG,사직,6970.0
679,20231004,SSG,NC,문학,8006.0
680,20231005,삼성,한화,대구,14483.0
681,20231005,KT,KIA,수원,7264.0
682,20231005,롯데,LG,사직,10040.0
683,20231005,SSG,NC,문학,9004.0
684,20231006,SSG,한화,문학,15755.0
685,20231006,LG,KIA,잠실,23750.0
686,20231006,KT,삼성,수원,8132.0
687,20231007,KT,한화,수원,15210.0
688,20231007,키움,LG,고척,13301.0
689,20231007,두산,롯데,잠실,19916.0
690,20231007,NC,SSG,창원,13479.0
691,20231008,KT,한화,수원,15197.0
692,20231008,두산,롯데,잠실,21392.0
693,20231008,NC,SSG,창원,10073.0
694,20231008,KIA,삼성,광주,16005.0
695,20231009,NC,한화,창원,8716.0
696,20231009,LG,롯데,잠실,22807.0
697,20231009,KIA,삼성,광주,12758.0
698,20231010,NC,한화,창원,7342.0
699,20231010,LG,롯데,잠실,18521.0
700,20231010,KT,두산,수원,10937.0
701,20231010,KIA,SSG,광주,8333.0
702,20231010,키움,삼성,고척,11757.0
703,20231011,롯데,두산,사직,9940.0
704,20231011,KIA,키움,광주,3656.0
705,20231012,KIA,롯데,광주,4767.0
706,20231012,두산,NC,잠실,7113.0
707,20231013,두산,KIA,잠실,19188.0
708,20231013,NC,LG,창원,6257.0
709,20231013,SSG,키움,문학,16783.0
710,20231014,한화,롯데,한밭,9153.0
711,20231014,LG,두산,잠실,21771.0
712,20231014,삼성,SSG,대구,24000.0
713,20231015,한화,롯데,한밭,9840.0
714,20231015,LG,두산,잠실,23750.0
715,20231015,NC,삼성,창원,17861.0
716,20231016,한화,롯데,한밭,12000.0
717,20231016,KIA,NC,광주,5251.0
718,20231016,두산,SSG,잠실,15850.0
719,20231017,KIA,NC,광주,10175.0
720,20231017,SSG,두산,문학,21007.0
721,20240323,LG,한화,잠실,23750.0
722,20240323,SSG,롯데,문학,23000.0
723,20240323,NC,두산,창원,17891.0
724,20240323,KT,삼성,수원,18700.0
725,20240323,KIA,키움,광주,20500.0
726,20240324,LG,한화,잠실,23750.0
727,20240324,SSG,롯데,문학,23000.0
728,20240324,NC,두산,창원,14555.0
729,20240324,KT,삼성,수원,18700.0
730,20240326,SSG,한화,문학,10541.0
731,20240326,KIA,롯데,광주,7328.0
732,20240326,KT,두산,수원,4378.0
733,20240326,LG,삼성,잠실,14229.0
734,20240326,NC,키움,창원,2839.0
735,20240327,SSG,한화,문학,11005.0
736,20240327,KIA,롯데,광주,8672.0
737,20240327,KT,두산,수원,5271.0
738,20240327,LG,삼성,잠실,18041.0
739,20240327,NC,키움,창원,3681.0
740,20240328,SSG,한화,문학,11755.0
741,20240328,KT,두산,수원,4304.0
742,20240328,LG,삼성,잠실,13420.0
743,20240329,두산,KIA,잠실,23750.0
744,20240329,한화,KT,한밭,12000.0
745,20240329,키움,LG,고척,8465.0
746,20240329,롯데,NC,사직,21554.0
747,20240329,삼성,SSG,대구,21479.0
748,20240330,두산,KIA,잠실,23750.0
749,20240330,한화,KT,한밭,12000.0
750,20240330,키움,LG,고척,13462.0
751,20240330,롯데,NC,사직,22754.0
752,20240330,삼성,SSG,대구,24000.0
753,20240331,두산,KIA,잠실,23750.0
754,20240331,한화,KT,한밭,12000.0
755,20240331,키움,LG,고척,11822.0
756,20240331,롯데,NC,사직,21578.0
757,20240331,삼성,SSG,대구,22886.0
758,20240402,KT,KIA,수원,9682.0
759,20240402,한화,롯데,한밭,12000.0
760,20240402,LG,NC,잠실,11845.0
761,20240402,SSG,두산,문학,12379.0
762,20240402,삼성,키움,대구,8541.0
763,20240403,KT,KIA,수원,8050.0
764,20240403,LG,NC,잠실,10239.0
765,20240403,SSG,두산,문학,12128.0
766,20240404,KT,KIA,수원,10722.0
767,20240404,한화,롯데,한밭,12000.0
768,20240404,LG,NC,잠실,11406.0
769,20240404,SSG,두산,문학,14249.0
770,20240404,삼성,키움,대구,8193.0
771,20240405,키움,한화,고척,16000.0
772,20240405,LG,KT,잠실,13818.0
773,20240405,롯데,두산,사직,12289.0
774,20240405,NC,SSG,창원,5452.0
775,20240405,KIA,삼성,광주,14233.0
776,20240406,키움,한화,고척,16000.0
777,20240406,LG,KT,잠실,21824.0
778,20240406,롯데,두산,사직,19208.0
779,20240406,NC,SSG,창원,11064.0
780,20240406,KIA,삼성,광주,20500.0
781,20240407,키움,한화,고척,16000.0
782,20240407,LG,KT,잠실,19249.0
783,20240407,롯데,두산,사직,16755.0
784,20240407,NC,SSG,창원,8861.0
785,20240407,KIA,삼성,광주,20500.0
786,20240409,두산,한화,잠실,23598.0
787,20240409,NC,KT,창원,4918.0
788,20240409,KIA,LG,광주,11817.0
789,20240409,롯데,삼성,사직,15076.0
790,20240409,SSG,키움,문학,9468.0
791,20240410,두산,한화,잠실,23750.0
792,20240410,NC,KT,창원,9895.0
793,20240410,KIA,LG,광주,20500.0
794,20240410,롯데,삼성,사직,22758.0
795,20240410,SSG,키움,문학,20511.0
796,20240411,두산,한화,잠실,22157.0
797,20240411,NC,KT,창원,3311.0
798,20240411,KIA,LG,광주,11475.0
799,20240411,롯데,삼성,사직,11628.0
800,20240411,SSG,키움,문학,7250.0
801,20240412,한화,KIA,한밭,12000.0
802,20240412,두산,LG,잠실,19916.0
803,20240412,키움,롯데,고척,8838.0
804,20240412,삼성,NC,대구,13104.0
805,20240412,KT,SSG,수원,6912.0
806,20240413,한화,KIA,한밭,12000.0
807,20240413,두산,LG,잠실,23750.0
808,20240413,키움,롯데,고척,14197.0
809,20240413,삼성,NC,대구,24000.0
810,20240413,KT,SSG,수원,13995.0
811,20240414,한화,KIA,한밭,12000.0
812,20240414,두산,LG,잠실,22586.0
813,20240414,키움,롯데,고척,12333.0
814,20240414,삼성,NC,대구,20667.0
815,20240414,KT,SSG,수원,11280.0
816,20240416,NC,한화,창원,4658.0
817,20240416,SSG,KIA,문학,12712.0
818,20240416,키움,KT,고척,2877.0
819,20240416,LG,롯데,잠실,16635.0
820,20240416,삼성,두산,대구,7793.0
821,20240417,NC,한화,창원,9921.0
822,20240417,SSG,KIA,문학,16062.0
823,20240417,키움,KT,고척,3272.0
824,20240417,LG,롯데,잠실,16509.0
825,20240417,삼성,두산,대구,8393.0
826,20240418,SSG,KIA,문학,14263.0
827,20240418,키움,KT,고척,2901.0
828,20240418,LG,롯데,잠실,18200.0
829,20240418,삼성,두산,대구,8697.0
830,20240419,롯데,KT,사직,10636.0
831,20240419,SSG,LG,문학,14097.0
832,20240419,KIA,NC,광주,16889.0
833,20240419,한화,삼성,한밭,12000.0
834,20240419,두산,키움,잠실,10649.0
835,20240420,KIA,NC,광주,17462.0
836,20240420,한화,삼성,한밭,12000.0
837,20240421,롯데,KT,사직,14423.0
838,20240421,롯데,KT,사직,7582.0
839,20240421,SSG,LG,문학,19858.0
840,20240421,SSG,LG,문학,9656.0
841,20240421,KIA,NC,광주,20500.0
842,20240421,한화,삼성,한밭,12000.0
843,20240421,두산,키움,잠실,13745.0
844,20240421,두산,키움,잠실,6197.0
845,20240423,KT,한화,수원,10887.0
846,20240423,키움,KIA,고척,10205.0
847,20240423,삼성,LG,대구,7494.0
848,20240423,두산,NC,잠실,5664.0
849,20240424,KT,한화,수원,12538.0
850,20240424,키움,KIA,고척,11048.0
851,20240424,삼성,LG,대구,10159.0
852,20240424,두산,NC,잠실,6444.0
853,20240424,롯데,SSG,사직,8499.0
854,20240425,KT,한화,수원,11247.0
855,20240425,키움,KIA,고척,13287.0
856,20240425,삼성,LG,대구,12012.0
857,20240425,두산,NC,잠실,7385.0
858,20240425,롯데,SSG,사직,10518.0
859,20240426,LG,KIA,잠실,23750.0
860,20240426,SSG,KT,문학,10075.0
861,20240426,NC,롯데,창원,16573.0
862,20240426,한화,두산,한밭,12000.0
863,20240426,키움,삼성,고척,9519.0
864,20240427,LG,KIA,잠실,23750.0
865,20240427,SSG,KT,문학,16957.0
866,20240427,NC,롯데,창원,17891.0
867,20240427,한화,두산,한밭,12000.0
868,20240427,키움,삼성,고척,15073.0
869,20240428,LG,KIA,잠실,23750.0
870,20240428,SSG,KT,문학,13196.0
871,20240428,NC,롯데,창원,17891.0
872,20240428,한화,두산,한밭,12000.0
873,20240428,키움,삼성,고척,13354.0
874,20240430,KIA,KT,광주,17210.0
875,20240430,NC,LG,창원,7278.0
876,20240430,한화,SSG,한밭,12000.0
877,20240430,두산,삼성,잠실,20170.0
878,20240430,롯데,키움,사직,13376.0
879,20240501,KIA,KT,광주,17402.0
880,20240501,NC,LG,창원,10397.0
881,20240501,한화,SSG,한밭,12000.0
882,20240501,두산,삼성,잠실,23750.0
883,20240501,롯데,키움,사직,14791.0
884,20240502,KIA,KT,광주,16502.0
885,20240502,NC,LG,창원,6338.0
886,20240502,한화,SSG,한밭,10890.0
887,20240502,두산,삼성,잠실,20395.0
888,20240502,롯데,키움,사직,12569.0
889,20240503,KIA,한화,광주,20500.0
890,20240503,삼성,롯데,대구,24000.0
891,20240503,SSG,NC,문학,13737.0
892,20240503,LG,두산,잠실,23750.0
893,20240503,KT,키움,수원,8213.0
894,20240504,KIA,한화,광주,20500.0
895,20240504,삼성,롯데,대구,24000.0
896,20240504,SSG,NC,문학,22079.0
897,20240504,LG,두산,잠실,23750.0
898,20240504,KT,키움,수원,14620.0
899,20240507,키움,두산,고척,7339.0
900,20240507,LG,SSG,잠실,13387.0
901,20240508,롯데,한화,사직,11407.0
902,20240508,삼성,KIA,대구,15421.0
903,20240508,KT,NC,수원,4480.0
904,20240508,키움,두산,고척,6405.0
905,20240508,LG,SSG,잠실,15699.0
906,20240509,롯데,한화,사직,12774.0
907,20240509,삼성,KIA,대구,16769.0
908,20240509,KT,NC,수원,6369.0
909,20240509,키움,두산,고척,8658.0
910,20240509,LG,SSG,잠실,16823.0
911,20240510,두산,KT,잠실,13013.0
912,20240510,롯데,LG,사직,15731.0
913,20240510,KIA,SSG,광주,18895.0
914,20240510,NC,삼성,창원,12438.0
915,20240510,한화,키움,한밭,12000.0
916,20240511,롯데,LG,사직,22758.0
917,20240511,NC,삼성,창원,17891.0
918,20240511,한화,키움,한밭,12000.0
919,20240512,두산,KT,잠실,16308.0
920,20240512,두산,KT,잠실,9026.0
921,20240512,롯데,LG,사직,18914.0
922,20240512,KIA,SSG,광주,20500.0
923,20240512,KIA,SSG,광주,12743.0
924,20240512,NC,삼성,창원,16181.0
925,20240512,한화,키움,한밭,12000.0
926,20240514,KT,롯데,수원,10120.0
927,20240514,한화,NC,한밭,12000.0
928,20240514,KIA,두산,광주,18675.0
929,20240514,SSG,삼성,문학,16595.0
930,20240514,LG,키움,잠실,18479.0
931,20240515,한화,NC,한밭,12000.0
932,20240515,KIA,두산,광주,20500.0
933,20240516,KT,롯데,수원,8312.0
934,20240516,한화,NC,한밭,9522.0
935,20240516,KIA,두산,광주,15996.0
936,20240516,SSG,삼성,문학,13791.0
937,20240516,LG,키움,잠실,15054.0
938,20240517,삼성,한화,대구,24000.0
939,20240517,NC,KIA,창원,12280.0
940,20240517,KT,LG,수원,11374.0
941,20240517,두산,롯데,잠실,23750.0
942,20240517,키움,SSG,고척,9806.0
943,20240518,삼성,한화,대구,24000.0
944,20240518,NC,KIA,창원,17891.0
945,20240518,KT,LG,수원,18700.0
946,20240518,두산,롯데,잠실,23750.0
947,20240518,키움,SSG,고척,12133.0
948,20240519,삼성,한화,대구,24000.0
949,20240519,NC,KIA,창원,16253.0
950,20240519,KT,LG,수원,15912.0
951,20240519,두산,롯데,잠실,23750.0
952,20240519,키움,SSG,고척,10049.0
953,20240521,롯데,KIA,사직,14006.0
954,20240521,삼성,KT,대구,13360.0
955,20240521,한화,LG,한밭,9335.0
956,20240521,키움,NC,고척,3940.0
957,20240521,두산,SSG,잠실,13917.0
958,20240522,롯데,KIA,사직,14062.0
959,20240522,삼성,KT,대구,13232.0
960,20240522,한화,LG,한밭,9044.0
961,20240522,키움,NC,고척,4337.0
962,20240522,두산,SSG,잠실,12642.0
963,20240523,롯데,KIA,사직,15844.0
964,20240523,삼성,KT,대구,13291.0
965,20240523,한화,LG,한밭,10008.0
966,20240523,키움,NC,고척,3897.0
967,20240523,두산,SSG,잠실,12131.0
968,20240524,SSG,한화,문학,22451.0
969,20240524,LG,NC,잠실,18551.0
970,20240524,KIA,두산,광주,20500.0
971,20240524,롯데,삼성,사직,20577.0
972,20240524,KT,키움,수원,6867.0
973,20240525,SSG,한화,문학,23000.0
974,20240525,LG,NC,잠실,22261.0
975,20240525,KIA,두산,광주,20500.0
976,20240525,롯데,삼성,사직,22758.0
977,20240525,KT,키움,수원,12425.0
978,20240526,LG,NC,잠실,17692.0
979,20240526,KIA,두산,광주,20500.0
980,20240526,롯데,삼성,사직,22758.0
981,20240528,NC,KIA,창원,8024.0
982,20240528,두산,KT,잠실,8459.0
983,20240528,SSG,LG,문학,14116.0
984,20240528,한화,롯데,한밭,11168.0
985,20240528,삼성,키움,대구,10884.0
986,20240529,NC,KIA,창원,7994.0
987,20240529,두산,KT,잠실,8811.0
988,20240529,SSG,LG,문학,14413.0
989,20240529,한화,롯데,한밭,10807.0
990,20240529,삼성,키움,대구,15080.0
991,20240530,NC,KIA,창원,7349.0
992,20240530,두산,KT,잠실,7915.0
993,20240530,SSG,LG,문학,15902.0
994,20240530,한화,롯데,한밭,11405.0
995,20240530,삼성,키움,대구,12748.0
996,20240531,삼성,한화,대구,24000.0
997,20240531,KIA,KT,광주,20500.0
998,20240531,두산,LG,잠실,23750.0
999,20240531,롯데,NC,사직,17760.0
1000,20240531,키움,SSG,고척,5680.0
1001,20240601,삼성,한화,대구,24000.0
1002,20240601,KIA,KT,광주,20500.0
1003,20240601,두산,LG,잠실,23750.0
1004,20240601,롯데,NC,사직,22758.0
1005,20240601,키움,SSG,고척,10462.0
1006,20240602,삼성,한화,대구,24000.0
1007,20240602,KIA,KT,광주,20500.0
1008,20240602,두산,LG,잠실,23750.0
1009,20240602,롯데,NC,사직,21896.0
1010,20240602,키움,SSG,고척,8745.0
1011,20240604,KT,한화,수원,11426.0
1012,20240604,KIA,롯데,광주,16158.0
1013,20240604,NC,두산,창원,5448.0
1014,20240604,SSG,삼성,문학,10135.0
1015,20240604,LG,키움,잠실,14490.0
1016,20240605,KT,한화,수원,14626.0
1017,20240605,KIA,롯데,광주,19045.0
1018,20240605,NC,두산,창원,9892.0
1019,20240605,SSG,삼성,문학,14532.0
1020,20240605,LG,키움,잠실,16681.0
1021,20240606,KT,한화,수원,18700.0
1022,20240606,KIA,롯데,광주,20500.0
1023,20240606,NC,두산,창원,14517.0
1024,20240606,SSG,삼성,문학,23000.0
1025,20240606,LG,키움,잠실,23750.0
1026,20240607,두산,KIA,잠실,23750.0
1027,20240607,KT,LG,수원,13154.0
1028,20240607,한화,NC,한밭,12000.0
1029,20240607,롯데,SSG,사직,20678.0
1030,20240607,키움,삼성,고척,12636.0
1031,20240608,두산,KIA,잠실,23750.0
1032,20240608,KT,LG,수원,18700.0
1033,20240608,한화,NC,한밭,12000.0
1034,20240608,키움,삼성,고척,16000.0
1035,20240609,두산,KIA,잠실,23750.0
1036,20240609,KT,LG,수원,13642.0
1037,20240609,한화,NC,한밭,12000.0
1038,20240609,롯데,SSG,사직,13700.0
1039,20240609,롯데,SSG,사직,22758.0
1040,20240609,키움,삼성,고척,13509.0
1041,20240611,두산,한화,잠실,18475.0
1042,20240611,SSG,KIA,문학,16007.0
1043,20240611,NC,KT,창원,4279.0
1044,20240611,삼성,LG,대구,12436.0
1045,20240611,롯데,키움,사직,9948.0
1046,20240612,두산,한화,잠실,21630.0
1047,20240612,SSG,KIA,문학,16483.0
1048,20240612,NC,KT,창원,4123.0
1049,20240612,삼성,LG,대구,13511.0
1050,20240612,롯데,키움,사직,11390.0
1051,20240613,두산,한화,잠실,20253.0
1052,20240613,SSG,KIA,문학,18290.0
1053,20240613,NC,KT,창원,3764.0
1054,20240613,삼성,LG,대구,14485.0
1055,20240613,롯데,키움,사직,11941.0
1056,20240614,KT,KIA,수원,18420.0
1057,20240614,LG,롯데,잠실,23750.0
1058,20240614,키움,두산,고척,8680.0
1059,20240614,한화,SSG,한밭,12000.0
1060,20240614,NC,삼성,창원,12394.0
1061,20240615,KT,KIA,수원,18700.0
1062,20240615,LG,롯데,잠실,23750.0
1063,20240615,키움,두산,고척,13954.0
1064,20240615,한화,SSG,한밭,12000.0
1065,20240615,NC,삼성,창원,17891.0
1066,20240616,KT,KIA,수원,18700.0
1067,20240616,LG,롯데,잠실,23750.0
1068,20240616,키움,두산,고척,13184.0
1069,20240616,한화,SSG,한밭,12000.0
1070,20240616,NC,삼성,창원,12860.0
1071,20240618,KIA,LG,광주,18131.0
1072,20240618,KT,롯데,수원,8491.0
1073,20240618,두산,NC,잠실,9026.0
1074,20240618,삼성,SSG,대구,10426.0
1075,20240618,한화,키움,청주,9000.0
1076,20240619,KIA,LG,광주,15056.0
1077,20240619,KT,롯데,수원,9106.0
1078,20240619,두산,NC,잠실,11984.0
1079,20240619,삼성,SSG,대구,11488.0
1080,20240619,한화,키움,청주,9000.0
1081,20240620,KIA,LG,광주,14009.0
1082,20240620,KT,롯데,수원,10496.0
1083,20240620,두산,NC,잠실,10909.0
1084,20240620,삼성,SSG,대구,13024.0
1085,20240620,한화,키움,청주,9000.0
1086,20240621,KIA,한화,광주,20500.0
1087,20240621,LG,KT,잠실,15537.0
1088,20240621,키움,롯데,고척,11974.0
1089,20240621,SSG,NC,문학,13560.0
1090,20240621,삼성,두산,대구,24000.0
1091,20240622,키움,롯데,고척,16000.0
1092,20240622,SSG,NC,문학,19789.0
1093,20240623,KIA,한화,광주,19085.0
1094,20240623,KIA,한화,광주,18860.0
1095,20240623,LG,KT,잠실,11417.0
1096,20240623,LG,KT,잠실,15418.0
1097,20240623,키움,롯데,고척,16000.0
1098,20240623,SSG,NC,문학,17200.0
1099,20240623,삼성,두산,대구,20680.0
1100,20240623,삼성,두산,대구,24000.0
1101,20240625,롯데,KIA,사직,19110.0
1102,20240625,SSG,KT,문학,9629.0
1103,20240625,키움,NC,고척,5159.0
1104,20240625,한화,두산,한밭,11556.0
1105,20240625,LG,삼성,잠실,21989.0
1106,20240626,롯데,KIA,사직,19755.0
1107,20240626,SSG,KT,문학,10229.0
1108,20240626,키움,NC,고척,4698.0
1109,20240626,한화,두산,한밭,11564.0
1110,20240626,LG,삼성,잠실,23281.0
1111,20240627,롯데,KIA,사직,12867.0
1112,20240627,SSG,KT,문학,10684.0
1113,20240627,키움,NC,고척,4726.0
1114,20240627,한화,두산,한밭,11128.0
1115,20240627,LG,삼성,잠실,22114.0
1116,20240628,롯데,한화,사직,22758.0
1117,20240628,NC,LG,창원,13506.0
1118,20240628,두산,SSG,잠실,17367.0
1119,20240628,KT,삼성,수원,14678.0
1120,20240628,KIA,키움,광주,18601.0
1121,20240629,두산,SSG,잠실,20020.0
1122,20240630,NC,LG,창원,6991.0
1123,20240630,두산,SSG,잠실,13985.0
1124,20240630,KT,삼성,수원,8357.0
1125,20240630,KT,삼성,수원,12253.0
1126,20240702,삼성,KIA,대구,13230.0
1127,20240702,한화,KT,한밭,6794.0
1128,20240702,키움,LG,고척,10185.0
1129,20240703,삼성,KIA,대구,17472.0
1130,20240703,한화,KT,한밭,9009.0
1131,20240703,키움,LG,고척,11135.0
1132,20240703,두산,롯데,잠실,19727.0
1133,20240703,NC,SSG,창원,6384.0
1134,20240704,삼성,KIA,대구,17093.0
1135,20240704,한화,KT,한밭,8330.0
1136,20240704,키움,LG,고척,12819.0
1137,20240704,두산,롯데,잠실,19372.0
1138,20240704,NC,SSG,창원,6587.0
1139,20240709,키움,한화,고척,14981.0
1140,20240709,LG,KIA,잠실,22038.0
1141,20240709,SSG,롯데,문학,10051.0
1142,20240710,키움,한화,고척,15096.0
1143,20240710,LG,KIA,잠실,23750.0
1144,20240710,SSG,롯데,문학,14381.0
1145,20240710,삼성,NC,대구,12507.0
1146,20240710,KT,두산,수원,8079.0
1147,20240711,키움,한화,고척,15205.0
1148,20240711,LG,KIA,잠실,23750.0
1149,20240711,SSG,롯데,문학,15842.0
1150,20240711,삼성,NC,대구,15075.0
1151,20240711,KT,두산,수원,10182.0
1152,20240712,롯데,KT,사직,21545.0
1153,20240712,한화,LG,한밭,12000.0
1154,20240712,KIA,SSG,광주,17755.0
1155,20240712,두산,삼성,잠실,22279.0
1156,20240712,NC,키움,창원,8579.0
1157,20240713,롯데,KT,사직,22758.0
1158,20240713,한화,LG,한밭,12000.0
1159,20240713,KIA,SSG,광주,20500.0
1160,20240713,두산,삼성,잠실,23750.0
1161,20240713,NC,키움,창원,11282.0
1162,20240714,한화,LG,한밭,12000.0
1163,20240714,KIA,SSG,광주,15444.0
1164,20240714,두산,삼성,잠실,23750.0
1165,20240716,키움,KT,고척,5851.0
1166,20240716,롯데,두산,울산,7833.0
1167,20240717,NC,한화,창원,6870.0
1168,20240717,키움,KT,고척,5085.0
1169,20240717,롯데,두산,울산,9354.0
1170,20240717,LG,SSG,잠실,11773.0
1171,20240717,KIA,삼성,광주,13904.0
1172,20240718,NC,한화,창원,7550.0
1173,20240718,키움,KT,고척,5040.0
1174,20240718,롯데,두산,울산,9102.0
1175,20240718,KIA,삼성,광주,11429.0
1176,20240719,한화,KIA,한밭,12000.0
1177,20240719,삼성,롯데,대구,24000.0
1178,20240719,KT,NC,수원,7650.0
1179,20240719,LG,두산,잠실,23750.0
1180,20240719,SSG,키움,문학,12715.0
1181,20240720,한화,KIA,한밭,12000.0
1182,20240720,삼성,롯데,대구,24000.0
1183,20240721,한화,KIA,한밭,12000.0
1184,20240721,삼성,롯데,대구,24000.0
1185,20240721,KT,NC,수원,9188.0
1186,20240721,LG,두산,잠실,23211.0
1187,20240721,SSG,키움,문학,15369.0
1188,20240723,롯데,LG,사직,18416.0
1189,20240723,KIA,NC,광주,13756.0
1190,20240723,한화,삼성,한밭,11501.0
1191,20240723,두산,키움,잠실,7292.0
1192,20240724,KIA,NC,광주,13308.0
1193,20240724,KT,SSG,수원,6449.0
1194,20240724,한화,삼성,한밭,11882.0
1195,20240724,두산,키움,잠실,8887.0
1196,20240725,롯데,LG,사직,20322.0
1197,20240725,KIA,NC,광주,14130.0
1198,20240725,KT,SSG,수원,7067.0
1199,20240725,두산,키움,잠실,19145.0
1200,20240726,키움,KIA,고척,16000.0
1201,20240726,삼성,KT,대구,21891.0
1202,20240726,NC,롯데,창원,17891.0
1203,20240726,SSG,두산,문학,15006.0
1204,20240727,키움,KIA,고척,16000.0
1205,20240727,삼성,KT,대구,24000.0
1206,20240727,NC,롯데,창원,17891.0
1207,20240727,SSG,두산,문학,19448.0
1208,20240728,LG,한화,잠실,23750.0
1209,20240728,키움,KIA,고척,16000.0
1210,20240728,삼성,KT,대구,23104.0
1211,20240728,NC,롯데,창원,17891.0
1212,20240728,SSG,두산,문학,17619.0
1213,20240730,KT,한화,수원,14210.0
1214,20240730,SSG,롯데,문학,17550.0
1215,20240730,키움,NC,고척,6925.0
1216,20240730,KIA,두산,광주,20500.0
1217,20240730,LG,삼성,잠실,22946.0
1218,20240731,KT,한화,수원,14988.0
1219,20240731,SSG,롯데,문학,17563.0
1220,20240731,키움,NC,고척,6918.0
1221,20240731,KIA,두산,광주,18693.0
1222,20240731,LG,삼성,잠실,23409.0
1223,20240801,KT,한화,수원,15197.0
1224,20240801,SSG,롯데,문학,18828.0
1225,20240801,키움,NC,고척,7306.0
1226,20240801,KIA,두산,광주,20500.0
1227,20240801,LG,삼성,잠실,23315.0
1228,20240802,한화,KIA,한밭,12000.0
1229,20240802,NC,KT,창원,9845.0
1230,20240802,삼성,SSG,대구,22336.0
1231,20240802,두산,키움,잠실,13209.0
1232,20240803,한화,KIA,한밭,12000.0
1233,20240803,롯데,LG,울산,9914.0
1234,20240803,삼성,SSG,대구,24000.0
1235,20240803,두산,키움,잠실,15527.0
1236,20240804,NC,KT,창원,9568.0
1237,20240804,삼성,SSG,대구,20416.0
1238,20240806,삼성,한화,대구,16288.0
1239,20240806,KIA,KT,광주,14457.0
1240,20240806,두산,LG,잠실,17065.0
1241,20240806,롯데,NC,사직,17068.0
1242,20240806,키움,SSG,고척,8356.0
1243,20240807,삼성,한화,대구,17114.0
1244,20240807,KIA,KT,광주,11625.0
1245,20240807,두산,LG,잠실,15883.0
1246,20240807,롯데,NC,사직,18425.0
1247,20240807,키움,SSG,고척,7792.0
1248,20240808,삼성,한화,대구,18367.0
1249,20240808,KIA,KT,광주,11011.0
1250,20240808,두산,LG,잠실,16321.0
1251,20240808,키움,SSG,고척,8000.0
1252,20240809,KT,롯데,수원,11534.0
1253,20240809,LG,NC,잠실,14131.0
1254,20240809,SSG,두산,문학,12451.0
1255,20240809,KIA,삼성,광주,18448.0
1256,20240809,한화,키움,한밭,11302.0
1257,20240810,KT,롯데,수원,18700.0
1258,20240810,LG,NC,잠실,19151.0
1259,20240810,SSG,두산,문학,19796.0
1260,20240810,한화,키움,한밭,12000.0
1261,20240811,KT,롯데,수원,13805.0
1262,20240811,LG,NC,잠실,18902.0
1263,20240811,SSG,두산,문학,16151.0
1264,20240811,KIA,삼성,광주,20500.0
1265,20240811,한화,키움,한밭,12000.0
1266,20240813,키움,KIA,고척,16000.0
1267,20240813,삼성,KT,대구,15109.0
1268,20240813,한화,LG,한밭,11748.0
1269,20240813,NC,SSG,창원,5121.0
1270,20240814,키움,KIA,고척,16000.0
1271,20240814,삼성,KT,대구,20435.0
1272,20240814,한화,LG,한밭,11884.0
1273,20240814,두산,롯데,잠실,21337.0
1274,20240815,키움,KIA,고척,16000.0
1275,20240815,삼성,KT,대구,24000.0
1276,20240815,한화,LG,한밭,12000.0
1277,20240815,두산,롯데,잠실,23750.0
1278,20240815,NC,SSG,창원,10389.0
1279,20240816,SSG,한화,문학,21057.0
1280,20240816,LG,KIA,잠실,23750.0
1281,20240816,KT,두산,수원,11443.0
1282,20240816,NC,삼성,창원,10580.0
1283,20240816,롯데,키움,사직,21181.0
1284,20240817,SSG,한화,문학,23000.0
1285,20240817,LG,KIA,잠실,23750.0
1286,20240817,KT,두산,수원,16427.0
1287,20240817,NC,삼성,창원,17891.0
1288,20240817,롯데,키움,사직,22758.0
1289,20240818,SSG,한화,문학,22545.0
1290,20240818,LG,KIA,잠실,23750.0
1291,20240818,KT,두산,수원,12164.0
