일자,시간,홈팀,홈점수,원정점수,원정팀,구장,중계,비고
07.02(화),18:30,롯데,,,두산,잠실,KN-T,우천취소
07.02(화),18:30,KIA,9,5,삼성,대구,SPO-T,-
07.02(화),18:30,SSG,,,NC,창원,SS-T,우천취소
07.02(화),18:30,LG,2,4,키움,고척,SPO-2T,-
07.02(화),18:30,KT,6,5,한화,대전,MS-T,-
07.03(수),18:30,롯데,8,13,두산,잠실,KN-T,-
07.03(수),18:30,KIA,6,4,삼성,대구,SPO-T,-
07.03(수),18:30,SSG,1,4,NC,창원,SS-T,-
07.03(수),18:30,LG,1,4,키움,고척,SPO-2T,-
07.03(수),18:30,KT,3,2,한화,대전,MS-T,-
07.04(목),18:30,롯데,3,6,두산,잠실,KN-T,-
07.04(목),18:30,KIA,8,3,삼성,대구,SPO-T,-
07.04(목),18:30,SSG,0,2,NC,창원,SS-T,-
07.04(목),18:30,LG,3,2,키움,고척,SPO-2T,-
07.04(목),18:30,KT,5,13,한화,대전,MS-T,-
07.09(화),18:30,KIA,11,4,LG,잠실,MS-T,-
07.09(화),18:30,롯데,4,7,SSG,문학,SPO-2T,-
07.09(화),18:30,NC,,,삼성,대구,KN-T,우천취소
07.09(화),18:30,두산,,,KT,수원,SPO-T,우천취소
07.09(화),18:30,한화,3,5,키움,고척,SS-T,-
07.10(수),18:30,KIA,5,2,LG,잠실,MS-T,-
07.10(수),18:30,롯데,6,1,SSG,문학,SPO-2T,-
07.10(수),18:30,NC,6,15,삼성,대구,KN-T,-
07.10(수),18:30,두산,6,7,KT,수원,SPO-T,-
07.10(수),18:30,한화,7,0,키움,고척,SS-T,-
07.11(목),18:30,KIA,4,2,LG,잠실,MS-T,-
07.11(목),18:30,롯데,4,5,SSG,문학,SPO-2T,-
07.11(목),18:30,NC,4,6,삼성,대구,KN-T,-
07.11(목),18:30,두산,12,1,KT,수원,SPO-T,-
07.11(목),18:30,한화,4,5,키움,고척,SS-T,-
07.12(금),18:30,삼성,9,5,두산,잠실,SS-T,-
07.12(금),18:30,KT,5,4,롯데,사직,SPO-2T,-
07.12(금),18:30,키움,2,9,NC,창원,KN-T,-
07.12(금),18:30,SSG,14,6,KIA,광주,SPO-T,-
07.12(금),18:30,LG,0,6,한화,대전,MS-T,-
07.13(토),18:00,삼성,4,8,두산,잠실,SS-T,-
07.13(토),18:00,KT,6,3,롯데,사직,SPO-2T,-
07.13(토),18:00,키움,5,11,NC,창원,TVING,-
07.13(토),18:00,SSG,15,9,KIA,광주,SPO-T,-
07.13(토),18:00,LG,7,3,한화,대전,MS-T,-
07.14(일),17:00,삼성,6,2,두산,잠실,SS-T,-
07.14(일),17:00,KT,,,롯데,사직,SPO-2T,우천취소
07.14(일),17:00,키움,,,NC,창원,KN-T,우천취소
07.14(일),17:00,SSG,4,13,KIA,광주,SPO-T,-
07.14(일),17:00,LG,8,4,한화,대전,MS-T,-
07.16(화),18:30,SSG,,,LG,잠실,SPO-T,우천취소
07.16(화),18:30,한화,,,NC,창원,MS-T,우천취소
07.16(화),18:30,삼성,,,KIA,광주,KN-T,그라운드사정
07.16(화),18:30,KT,4,3,키움,고척,SPO-2T,-
07.16(화),18:30,두산,0,4,롯데,울산,SS-T,-
07.17(수),18:30,SSG,9,12,LG,잠실,SPO-T,-
07.17(수),18:30,한화,1,5,NC,창원,MS-T,-
07.17(수),18:30,삼성,5,10,KIA,광주,KN-T,-
07.17(수),18:30,KT,9,2,키움,고척,SPO-2T,-
07.17(수),18:30,두산,2,6,롯데,울산,SS-T,-
07.18(목),18:30,SSG,,,LG,잠실,SPO-T,우천취소
07.18(목),18:30,한화,3,4,NC,창원,MS-T,-
07.18(목),18:30,삼성,4,10,KIA,광주,KN-T,-
07.18(목),18:30,KT,12,8,키움,고척,SPO-2T,-
07.18(목),18:30,두산,3,2,롯데,울산,SS-T,-
07.19(금),18:30,두산,7,16,LG,잠실,SPO-T,-
07.19(금),18:30,키움,3,9,SSG,문학,SS-T,-
07.19(금),18:30,롯데,10,6,삼성,대구,KN-T,-
07.19(금),18:30,NC,0,6,KT,수원,MS-T,-
07.19(금),18:30,KIA,7,3,한화,대전,SPO-2T,-
07.20(토),18:00,두산,,,LG,잠실,SPO-T,우천취소
07.20(토),18:00,키움,,,SSG,문학,SS-T,우천취소
07.20(토),18:00,롯데,4,21,삼성,대구,KN-T,-
07.20(토),18:00,NC,,,KT,수원,MS-T,우천취소
07.20(토),18:00,KIA,8,4,한화,대전,SPO-2T,-
07.21(일),17:00,두산,3,6,LG,잠실,SPO-T,-
07.21(일),17:00,키움,7,2,SSG,문학,SS-T,-
07.21(일),17:00,롯데,5,6,삼성,대구,KN-T,-
07.21(일),17:00,NC,8,2,KT,수원,MS-T,-
07.21(일),17:00,KIA,8,7,한화,대전,SPO-2T,-
07.23(화),18:30,키움,3,6,두산,잠실,SPO-T,-
07.23(화),18:30,LG,2,1,롯데,사직,SPO-2T,-
07.23(화),18:30,SSG,,,KT,수원,MS-T,우천취소
07.23(화),18:30,NC,1,8,KIA,광주,SS-T,-
07.23(화),18:30,삼성,5,6,한화,대전,KN-T,-
07.24(수),18:30,키움,4,7,두산,잠실,SPO-T,-
07.24(수),18:30,LG,,,롯데,사직,SPO-2T,그라운드사정
07.24(수),18:30,SSG,3,5,KT,수원,MS-T,-
07.24(수),18:30,NC,0,7,KIA,광주,SS-T,-
07.24(수),18:30,삼성,2,3,한화,대전,KN-T,-
07.25(목),18:30,키움,6,1,두산,잠실,SPO-T,-
07.25(목),18:30,LG,9,6,롯데,사직,SPO-2T,-
07.25(목),18:30,SSG,2,4,KT,수원,MS-T,-
07.25(목),18:30,NC,7,4,KIA,광주,SS-T,-
07.25(목),18:30,삼성,,,한화,대전,KN-T,우천취소
07.26(금),18:30,한화,,,LG,잠실,MS-T,우천취소
07.26(금),18:30,두산,1,6,SSG,문학,SPO-T,-
07.26(금),18:30,KT,4,1,삼성,대구,SS-T,-
07.26(금),18:30,롯데,2,9,NC,창원,KN-T,-
07.26(금),18:30,KIA,4,5,키움,고척,SPO-2T,-
07.27(토),18:00,한화,,,LG,잠실,MS-T,우천취소
07.27(토),18:00,두산,3,4,SSG,문학,SPO-T,-
07.27(토),18:00,KT,2,3,삼성,대구,SS-T,-
07.27(토),18:00,롯데,9,2,NC,창원,KN-T,-
07.27(토),18:00,KIA,5,6,키움,고척,SPO-2T,-
07.28(일),14:00,KIA,4,3,키움,고척,SPO-2T,-
07.28(일),17:00,한화,9,6,LG,잠실,MS-T,-
07.28(일),17:00,두산,0,3,SSG,문학,SPO-T,-
07.28(일),17:00,KT,4,3,삼성,대구,SS-T,-
07.28(일),17:00,롯데,10,6,NC,창원,KN-T,-
07.30(화),18:30,삼성,7,1,LG,잠실,SPO-2T,-
07.30(화),18:30,롯데,5,11,SSG,문학,MS-T,-
07.30(화),18:30,한화,6,4,KT,수원,KN-T,-
07.30(화),18:30,두산,12,7,KIA,광주,SS-T,-
07.30(화),18:30,NC,2,6,키움,고척,SPO-T,-
07.31(수),18:30,삼성,5,11,LG,잠실,SPO-2T,-
07.31(수),18:30,롯데,11,12,SSG,문학,MS-T,-
07.31(수),18:30,한화,18,7,KT,수원,KN-T,-
07.31(수),18:30,두산,30,6,KIA,광주,SS-T,-
07.31(수),18:30,NC,9,0,키움,고척,SPO-T,-
