일자,시간,홈팀,홈점수,원정점수,원정팀,구장,중계,비고
07.01(수),18:30,KIA,4,5,삼성,시민,,-
07.01(수),18:30,두산,7,12,히어로즈,목동,,-
07.01(수),18:30,롯데,6,4,LG,잠실,,-
07.01(수),18:30,한화,2,10,SK,문학,,-
07.02(목),18:30,KIA,14,9,삼성,시민,,-
07.02(목),18:30,두산,2,3,히어로즈,목동,,-
07.02(목),18:30,롯데,4,3,LG,잠실,,-
07.02(목),18:30,한화,3,11,SK,문학,,-
07.03(금),18:30,히어로즈,3,10,삼성,시민,,-
07.03(금),18:30,두산,1,10,LG,잠실,,-
07.03(금),18:30,SK,7,5,롯데,사직,,-
07.03(금),18:30,KIA,9,1,한화,대전,,-
07.04(토),17:00,두산,4,11,LG,잠실,,-
07.04(토),17:00,SK,0,1,롯데,사직,,-
07.04(토),17:00,KIA,4,5,한화,대전,,-
07.05(일),17:00,히어로즈,3,4,삼성,시민,,-
07.05(일),17:00,두산,4,5,LG,잠실,,-
07.05(일),17:00,SK,2,3,롯데,사직,,-
07.05(일),17:00,KIA,3,14,한화,대전,,-
07.07(화),18:30,SK,2,4,두산,잠실,,-
07.07(화),18:30,히어로즈,12,10,한화,대전,,-
07.08(수),18:30,LG,3,6,KIA,무등,,-
07.08(수),18:30,삼성,3,2,롯데,마산,,-
07.08(수),18:30,SK,3,8,두산,잠실,,-
07.08(수),18:30,히어로즈,4,7,한화,대전,,-
07.09(목),18:30,삼성,3,0,롯데,마산,,-
07.10(금),18:30,롯데,3,0,히어로즈,목동,,-
07.10(금),18:30,두산,2,3,KIA,무등,,-
07.10(금),18:30,한화,4,5,LG,잠실,,-
07.10(금),18:30,삼성,7,2,SK,문학,,-
07.11(토),17:00,롯데,4,3,히어로즈,목동,,-
07.11(토),17:00,한화,8,0,LG,잠실,,-
07.11(토),17:00,삼성,5,3,SK,문학,,-
07.14(화),18:30,두산,14,9,삼성,시민,,-
07.14(화),18:30,한화,1,8,롯데,사직,,-
07.15(수),18:30,KIA,7,4,히어로즈,목동,,-
07.15(수),18:30,두산,3,6,삼성,시민,,-
07.15(수),18:30,SK,2,3,LG,잠실,,-
07.15(수),18:30,한화,2,7,롯데,사직,,-
07.16(목),18:30,KIA,2,6,히어로즈,목동,,-
07.16(목),18:30,두산,12,11,삼성,시민,,-
07.16(목),18:30,SK,10,4,LG,잠실,,-
07.16(목),18:30,한화,6,7,롯데,사직,,-
07.18(토),17:00,LG,3,8,삼성,시민,,-
07.18(토),17:00,롯데,5,4,SK,문학,,-
07.18(토),17:00,KIA,14,4,한화,대전,,-
07.19(일),17:00,LG,8,10,삼성,시민,,-
07.19(일),17:00,히어로즈,8,12,두산,잠실,,-
07.19(일),17:00,롯데,16,7,SK,문학,,-
07.19(일),17:00,KIA,5,0,한화,대전,,-
07.21(화),18:30,LG,2,1,KIA,무등,,-
07.21(화),18:30,삼성,8,6,히어로즈,목동,,-
07.21(화),18:30,롯데,14,2,두산,잠실,,-
07.21(화),18:30,한화,11,1,SK,문학,,-
07.22(수),18:30,LG,1,2,KIA,무등,,-
07.22(수),18:30,삼성,3,10,히어로즈,목동,,-
07.22(수),18:30,롯데,3,10,두산,잠실,,-
07.22(수),18:30,한화,2,7,SK,문학,,-
07.23(목),18:30,LG,0,4,KIA,무등,,-
07.23(목),18:30,삼성,7,5,히어로즈,목동,,-
07.23(목),18:30,롯데,6,4,두산,잠실,,-
07.23(목),18:30,한화,2,5,SK,문학,,-
07.28(화),18:30,SK,2,3,히어로즈,목동,,-
07.28(화),18:30,삼성,8,9,LG,잠실,,-
07.28(화),18:30,KIA,12,2,롯데,사직,,-
07.28(화),18:30,두산,7,2,한화,대전,,-
07.29(수),18:30,SK,6,4,히어로즈,목동,,-
07.29(수),18:30,삼성,5,6,LG,잠실,,-
07.29(수),18:30,KIA,3,14,롯데,사직,,-
07.29(수),18:30,두산,3,7,한화,대전,,-
07.30(목),18:30,SK,15,8,히어로즈,목동,,-
07.30(목),18:30,삼성,8,2,LG,잠실,,-
07.30(목),18:30,KIA,7,5,롯데,사직,,-
07.30(목),18:30,두산,2,1,한화,대전,,-
07.31(금),18:30,LG,2,3,히어로즈,목동,,-
07.31(금),18:30,삼성,2,5,KIA,무등,,-
07.31(금),18:30,SK,4,6,두산,잠실,,-
07.31(금),18:30,롯데,7,0,한화,청주,,-
