MATCH_DE,BASE_YEAR,BASE_MT,BASE_DAY,GRP_NM,LEA_NM,HOME_TEAM_NM,AWAY_TEAM_NM,STDM_NM,SPORTS_VIEWNG_NMPR_CO,COLCT_DE,UPDT_DE
20250406,2025,04,06,프로스포츠,KBL,서울 SK,,잠실학생,4005.00000,20250715,20250715
20250408,2025,04,08,프로스포츠,KBL,서울 SK,,잠실학생,3122.00000,20250715,20250715
20250423,2025,04,23,프로스포츠,KBL,서울 SK,,잠실학생,4010.00000,20250715,20250715
20250425,2025,04,25,프로스포츠,KBL,서울 SK,,잠실학생,4870.00000,20250715,20250715
20250505,2025,05,05,프로스포츠,KBL,서울 SK,,잠실학생,5236.00000,20250715,20250715
20250507,2025,05,07,프로스포츠,KBL,서울 SK,,잠실학생,5224.00000,20250715,20250715
20250513,2025,05,13,프로스포츠,KBL,서울 SK,,잠실학생,5214.00000,20250715,20250715
20250517,2025,05,17,프로스포츠,KBL,서울 SK,,잠실학생,5240.00000,20250715,20250715
20241019,2024,10,19,프로스포츠,KBL,창원 LG,,창원체육관,4757.00000,20250715,20250715
20241021,2024,10,21,프로스포츠,KBL,창원 LG,,창원체육관,2159.00000,20250715,20250715
20241024,2024,10,24,프로스포츠,KBL,창원 LG,,창원체육관,1845.00000,20250715,20250715
20241101,2024,11,01,프로스포츠,KBL,창원 LG,,창원체육관,2738.00000,20250715,20250715
20241103,2024,11,03,프로스포츠,KBL,창원 LG,,창원체육관,4068.00000,20250715,20250715
20241114,2024,11,14,프로스포츠,KBL,창원 LG,,창원체육관,2436.00000,20250715,20250715
20241127,2024,11,27,프로스포츠,KBL,창원 LG,,창원체육관,2392.00000,20250715,20250715
20241207,2024,12,07,프로스포츠,KBL,창원 LG,,창원체육관,3754.00000,20250715,20250715
20241217,2024,12,17,프로스포츠,KBL,창원 LG,,창원체육관,2394.00000,20250715,20250715
20241220,2024,12,20,프로스포츠,KBL,창원 LG,,창원체육관,3133.00000,20250715,20250715
20241228,2024,12,28,프로스포츠,KBL,창원 LG,,창원체육관,4950.00000,20250715,20250715
20241229,2024,12,29,프로스포츠,KBL,창원 LG,,창원체육관,4314.00000,20250715,20250715
20250101,2025,01,01,프로스포츠,KBL,창원 LG,,창원체육관,4363.00000,20250715,20250715
20250105,2025,01,05,프로스포츠,KBL,창원 LG,,창원체육관,3930.00000,20250715,20250715
20250115,2025,01,15,프로스포츠,KBL,창원 LG,,창원체육관,2340.00000,20250715,20250715
20250123,2025,01,23,프로스포츠,KBL,창원 LG,,창원체육관,2173.00000,20250715,20250715
20250125,2025,01,25,프로스포츠,KBL,창원 LG,,창원체육관,4156.00000,20250715,20250715
20250130,2025,01,30,프로스포츠,KBL,창원 LG,,창원체육관,4950.00000,20250715,20250715
20250206,2025,02,06,프로스포츠,KBL,창원 LG,,창원체육관,3146.00000,20250715,20250715
20250227,2025,02,27,프로스포츠,KBL,창원 LG,,창원체육관,3212.00000,20250715,20250715
20250301,2025,03,01,프로스포츠,KBL,창원 LG,,창원체육관,4697.00000,20250715,20250715
20250309,2025,03,09,프로스포츠,KBL,창원 LG,,창원체육관,3983.00000,20250715,20250715
20250314,2025,03,14,프로스포츠,KBL,창원 LG,,창원체육관,2743.00000,20250715,20250715
20250320,2025,03,20,프로스포츠,KBL,창원 LG,,창원체육관,3190.00000,20250715,20250715
20250322,2025,03,22,프로스포츠,KBL,창원 LG,,창원체육관,3363.00000,20250715,20250715
20250323,2025,03,23,프로스포츠,KBL,창원 LG,,창원체육관,4153.00000,20250715,20250715
20250403,2025,04,03,프로스포츠,KBL,창원 LG,,창원체육관,3063.00000,20250715,20250715
20250424,2025,04,24,프로스포츠,KBL,창원 LG,,창원체육관,4501.00000,20250715,20250715
20250426,2025,04,26,프로스포츠,KBL,창원 LG,,창원체육관,4950.00000,20250715,20250715
20250509,2025,05,09,프로스포츠,KBL,창원 LG,,창원체육관,4950.00000,20250715,20250715
20250511,2025,05,11,프로스포츠,KBL,창원 LG,,창원체육관,4950.00000,20250715,20250715
20250515,2025,05,15,프로스포츠,KBL,창원 LG,,창원체육관,4950.00000,20250715,20250715
20241026,2024,10,26,프로스포츠,KBL,안양 정관장,,안양 정관장 아레나,3153.00000,20250715,20250715
20241030,2024,10,30,프로스포츠,KBL,안양 정관장,,안양 정관장 아레나,1132.00000,20250715,20250715
20241107,2024,11,07,프로스포츠,KBL,안양 정관장,,안양 정관장 아레나,1203.00000,20250715,20250715
20241109,2024,11,09,프로스포츠,KBL,안양 정관장,,안양 정관장 아레나,2156.00000,20250715,20250715
20241129,2024,11,29,프로스포츠,KBL,안양 정관장,,안양 정관장 아레나,2538.00000,20250715,20250715
20241206,2024,12,06,프로스포츠,KBL,안양 정관장,,안양 정관장 아레나,1875.00000,20250715,20250715
20241211,2024,12,11,프로스포츠,KBL,안양 정관장,,안양 정관장 아레나,1416.00000,20250715,20250715
20241213,2024,12,13,프로스포츠,KBL,안양 정관장,,안양 정관장 아레나,1609.00000,20250715,20250715
20241215,2024,12,15,프로스포츠,KBL,안양 정관장,,안양 정관장 아레나,2505.00000,20250715,20250715
20241221,2024,12,21,프로스포츠,KBL,안양 정관장,,안양 정관장 아레나,2546.00000,20250715,20250715
20241222,2024,12,22,프로스포츠,KBL,안양 정관장,,안양 정관장 아레나,2856.00000,20250715,20250715
20241228,2024,12,28,프로스포츠,KBL,안양 정관장,,안양 정관장 아레나,3215.00000,20250715,20250715
20250101,2025,01,01,프로스포츠,KBL,안양 정관장,,안양 정관장 아레나,2185.00000,20250715,20250715
20250105,2025,01,05,프로스포츠,KBL,안양 정관장,,안양 정관장 아레나,1826.00000,20250715,20250715
20250111,2025,01,11,프로스포츠,KBL,안양 정관장,,안양 정관장 아레나,1820.00000,20250715,20250715
20250112,2025,01,12,프로스포츠,KBL,안양 정관장,,안양 정관장 아레나,1993.00000,20250715,20250715
20250122,2025,01,22,프로스포츠,KBL,안양 정관장,,안양 정관장 아레나,1443.00000,20250715,20250715
20250201,2025,02,01,프로스포츠,KBL,안양 정관장,,안양 정관장 아레나,3727.00000,20250715,20250715
20250210,2025,02,10,프로스포츠,KBL,안양 정관장,,안양 정관장 아레나,2580.00000,20250715,20250715
20250226,2025,02,26,프로스포츠,KBL,안양 정관장,,안양 정관장 아레나,2355.00000,20250715,20250715
20250308,2025,03,08,프로스포츠,KBL,안양 정관장,,안양 정관장 아레나,3365.00000,20250715,20250715
20250310,2025,03,10,프로스포츠,KBL,안양 정관장,,안양 정관장 아레나,1611.00000,20250715,20250715
20250321,2025,03,21,프로스포츠,KBL,안양 정관장,,안양 정관장 아레나,1617.00000,20250715,20250715
20250323,2025,03,23,프로스포츠,KBL,안양 정관장,,안양 정관장 아레나,2831.00000,20250715,20250715
20250325,2025,03,25,프로스포츠,KBL,안양 정관장,,안양 정관장 아레나,1226.00000,20250715,20250715
20250331,2025,03,31,프로스포츠,KBL,안양 정관장,,안양 정관장 아레나,1653.00000,20250715,20250715
20250405,2025,04,05,프로스포츠,KBL,안양 정관장,,안양 정관장 아레나,2874.00000,20250715,20250715
20250417,2025,04,17,프로스포츠,KBL,안양 정관장,,안양 정관장 아레나,3052.00000,20250715,20250715
20241019,2024,10,19,프로스포츠,KBL,부산 KCC,,부산사직,6661.00000,20250715,20250715
20241023,2024,10,23,프로스포츠,KBL,부산 KCC,,부산사직,2184.00000,20250715,20250715
20241025,2024,10,25,프로스포츠,KBL,부산 KCC,,부산사직,2615.00000,20250715,20250715
20241101,2024,11,01,프로스포츠,KBL,부산 KCC,,부산사직,2526.00000,20250715,20250715
20241103,2024,11,03,프로스포츠,KBL,부산 KCC,,부산사직,3897.00000,20250715,20250715
20241127,2024,11,27,프로스포츠,KBL,부산 KCC,,부산사직,3743.00000,20250715,20250715
20241210,2024,12,10,프로스포츠,KBL,부산 KCC,,부산사직,3036.00000,20250715,20250715
20241214,2024,12,14,프로스포츠,KBL,부산 KCC,,부산사직,4583.00000,20250715,20250715
20241215,2024,12,15,프로스포츠,KBL,부산 KCC,,부산사직,4603.00000,20250715,20250715
20241222,2024,12,22,프로스포츠,KBL,부산 KCC,,부산사직,4096.00000,20250715,20250715
20241225,2024,12,25,프로스포츠,KBL,부산 KCC,,부산사직,4283.00000,20250715,20250715
20241227,2024,12,27,프로스포츠,KBL,부산 KCC,,부산사직,2638.00000,20250715,20250715
20241229,2024,12,29,프로스포츠,KBL,부산 KCC,,부산사직,3737.00000,20250715,20250715
20250104,2025,01,04,프로스포츠,KBL,부산 KCC,,부산사직,3610.00000,20250715,20250715
20250113,2025,01,13,프로스포츠,KBL,부산 KCC,,부산사직,3348.00000,20250715,20250715
20250125,2025,01,25,프로스포츠,KBL,부산 KCC,,부산사직,3803.00000,20250715,20250715
20250126,2025,01,26,프로스포츠,KBL,부산 KCC,,부산사직,4019.00000,20250715,20250715
20250202,2025,02,02,프로스포츠,KBL,부산 KCC,,부산사직,4875.00000,20250715,20250715
20250204,2025,02,04,프로스포츠,KBL,부산 KCC,,부산사직,2050.00000,20250715,20250715
20250208,2025,02,08,프로스포츠,KBL,부산 KCC,,부산사직,4804.00000,20250715,20250715
20250226,2025,02,26,프로스포츠,KBL,부산 KCC,,부산사직,2086.00000,20250715,20250715
20250228,2025,02,28,프로스포츠,KBL,부산 KCC,,부산사직,2358.00000,20250715,20250715
20250313,2025,03,13,프로스포츠,KBL,부산 KCC,,부산사직,1595.00000,20250715,20250715
20250328,2025,03,28,프로스포츠,KBL,부산 KCC,,부산사직,1368.00000,20250715,20250715
20250330,2025,03,30,프로스포츠,KBL,부산 KCC,,부산사직,3238.00000,20250715,20250715
20250402,2025,04,02,프로스포츠,KBL,부산 KCC,,부산사직,1278.00000,20250715,20250715
20250404,2025,04,04,프로스포츠,KBL,부산 KCC,,부산사직,1356.00000,20250715,20250715
20241020,2024,10,20,프로스포츠,KBL,수원 KT,,수원 KT 아레나,3650.00000,20250715,20250715
20241025,2024,10,25,프로스포츠,KBL,수원 KT,,수원 KT 아레나,1787.00000,20250715,20250715
20241027,2024,10,27,프로스포츠,KBL,수원 KT,,수원 KT 아레나,2847.00000,20250715,20250715
20241102,2024,11,02,프로스포츠,KBL,수원 KT,,수원 KT 아레나,2200.00000,20250715,20250715
20241109,2024,11,09,프로스포츠,KBL,수원 KT,,수원 KT 아레나,2425.00000,20250715,20250715
20241111,2024,11,11,프로스포츠,KBL,수원 KT,,수원 KT 아레나,1840.00000,20250715,20250715
20241130,2024,11,30,프로스포츠,KBL,수원 KT,,수원 KT 아레나,2779.00000,20250715,20250715
20241208,2024,12,08,프로스포츠,KBL,수원 KT,,수원 KT 아레나,3136.00000,20250715,20250715
20241214,2024,12,14,프로스포츠,KBL,수원 KT,,수원 KT 아레나,2356.00000,20250715,20250715
20241220,2024,12,20,프로스포츠,KBL,수원 KT,,수원 KT 아레나,1642.00000,20250715,20250715
20241224,2024,12,24,프로스포츠,KBL,수원 KT,,수원 KT 아레나,2155.00000,20250715,20250715
20250101,2025,01,01,프로스포츠,KBL,수원 KT,,수원 KT 아레나,3650.00000,20250715,20250715
20250103,2025,01,03,프로스포츠,KBL,수원 KT,,수원 KT 아레나,1512.00000,20250715,20250715
20250111,2025,01,11,프로스포츠,KBL,수원 KT,,수원 KT 아레나,2642.00000,20250715,20250715
