일자,시간,홈팀,홈점수,원정점수,원정팀,구장,중계,비고
05.01(일),14:00,롯데,4,0,LG,잠실,SS-T,-
05.01(일),14:00,두산,9,0,SSG,문학,SPO-2T,-
05.01(일),14:00,한화,2,1,NC,창원,KN-T,-
05.01(일),14:00,삼성,6,3,KIA,광주,MS-T; G-CMB,-
05.01(일),14:00,KT,3,9,키움,고척,SPO-T,-
05.03(화),18:30,두산,3,4,LG,잠실,SPO-2T,-
05.03(화),18:30,한화,2,4,SSG,문학,SPO-T,-
05.03(화),18:30,NC,10,6,삼성,대구,KN-T,-
05.03(화),18:30,롯데,5,10,KT,수원,SS-T,-
05.03(화),18:30,키움,7,1,KIA,광주,MS-T,-
05.04(수),18:30,두산,5,2,LG,잠실,,-
05.04(수),18:30,한화,8,5,SSG,문학,SPO-T,-
05.04(수),18:30,NC,5,11,삼성,대구,KN-T,-
05.04(수),18:30,롯데,5,0,KT,수원,SS-T,-
05.04(수),18:30,키움,3,4,KIA,광주,MS-T,-
05.05(목),14:00,두산,9,4,LG,잠실,S-T,-
05.05(목),14:00,한화,4,14,SSG,문학,M-T,-
05.05(목),14:00,NC,2,5,삼성,대구,KN-T; SS-T; SPO-2T,-
05.05(목),14:00,롯데,2,8,KT,수원,MS-T; SPO-T,-
05.05(목),14:00,키움,1,10,KIA,광주,K-2T,-
05.06(금),18:30,KT,6,0,두산,잠실,SS-T,-
05.06(금),18:30,삼성,5,0,롯데,사직,MS-T,-
05.06(금),18:30,LG,15,8,NC,창원,SPO-2T,-
05.06(금),18:30,SSG,2,9,키움,고척,SPO-T,-
05.06(금),18:30,KIA,13,2,한화,대전,KN-T,-
05.07(토),17:00,KT,8,11,두산,잠실,SS-T,-
05.07(토),17:00,삼성,4,1,롯데,사직,MS-T,-
05.07(토),17:00,LG,6,3,NC,창원,SPO-2T,-
05.07(토),17:00,SSG,3,0,키움,고척,SPO-T,-
05.07(토),17:00,KIA,5,4,한화,대전,KN-T,-
05.08(일),14:00,KT,5,0,두산,잠실,SS-T,-
05.08(일),14:00,삼성,4,2,롯데,사직,MS-T,-
05.08(일),14:00,LG,3,2,NC,창원,SPO-2T,-
05.08(일),14:00,SSG,6,2,키움,고척,SPO-T,-
05.08(일),14:00,KIA,7,6,한화,대전,KN-T,-
05.10(화),18:30,한화,1,9,LG,잠실,MS-T,-
05.10(화),18:30,NC,0,7,롯데,사직,KN-T,-
05.10(화),18:30,SSG,3,1,삼성,대구,SPO-2T,-
05.10(화),18:30,KT,0,1,KIA,광주,SS-T; G-CMB,-
05.10(화),18:30,두산,9,0,키움,고척,SPO-T,-
05.11(수),18:30,한화,2,5,LG,잠실,MS-T,-
05.11(수),18:30,NC,5,6,롯데,사직,KN-T,-
05.11(수),18:30,SSG,5,6,삼성,대구,SPO-2T,-
05.11(수),18:30,KT,10,5,KIA,광주,SS-T; G-CMB,-
05.11(수),18:30,두산,5,1,키움,고척,SPO-T,-
05.12(목),18:30,한화,7,11,LG,잠실,MS-T,-
05.12(목),18:30,NC,4,2,롯데,사직,KN-T,-
05.12(목),18:30,SSG,2,4,삼성,대구,SPO-2T,-
05.12(목),18:30,KT,4,5,KIA,광주,SS-T; G-CMB,-
05.12(목),18:30,두산,3,2,키움,고척,SPO-T,-
05.13(금),18:30,KIA,10,1,LG,잠실,SPO-T,-
05.13(금),18:30,NC,6,2,SSG,문학,MS-T,-
05.13(금),18:30,두산,,,삼성,대구,SS-T,우천취소
05.13(금),18:30,키움,7,5,KT,수원,KN-T,-
05.13(금),18:30,롯데,8,1,한화,대전,SPO-2T; D-CMB,-
05.14(토),17:00,KIA,3,5,LG,잠실,SPO-T,-
05.14(토),17:00,NC,1,2,SSG,문학,MS-T,-
05.14(토),17:00,두산,0,4,삼성,대구,SS-T,-
05.14(토),17:00,키움,3,0,KT,수원,KN-T,-
05.14(토),17:00,롯데,8,5,한화,대전,SPO-2T; D-CMB,-
05.15(일),14:00,KIA,3,6,LG,잠실,SPO-T,-
05.15(일),14:00,NC,8,7,SSG,문학,MS-T,-
05.15(일),14:00,두산,3,4,삼성,대구,SS-T,-
05.15(일),14:00,키움,5,1,KT,수원,KN-T,-
05.15(일),14:00,롯데,4,8,한화,대전,SPO-2T; D-CMB,-
05.17(화),18:30,SSG,9,9,두산,잠실,SPO-2T,-
05.17(화),18:30,KIA,4,3,롯데,사직,KN-T,-
05.17(화),18:30,키움,11,4,NC,창원,MS-T,-
05.17(화),18:30,LG,2,3,KT,수원,SS-T,-
05.17(화),18:30,삼성,3,4,한화,대전,SPO-T; D-CMB,-
05.18(수),18:30,SSG,5,2,두산,잠실,SPO-2T,-
05.18(수),18:30,KIA,15,7,롯데,사직,KN-T,-
05.18(수),18:30,키움,3,15,NC,창원,MS-T,-
05.18(수),18:30,LG,9,1,KT,수원,SS-T,-
05.18(수),18:30,삼성,5,3,한화,대전,SPO-T; D-CMB,-
05.19(목),18:30,SSG,9,3,두산,잠실,SPO-2T,-
05.19(목),18:30,KIA,4,2,롯데,사직,KN-T,-
05.19(목),18:30,키움,3,1,NC,창원,MS-T,-
05.19(목),18:30,LG,7,3,KT,수원,SS-T,-
05.19(목),18:30,삼성,2,1,한화,대전,SPO-T; D-CMB,-
05.20(금),18:30,롯데,4,0,두산,잠실,KN-T,-
05.20(금),18:30,LG,4,5,SSG,문학,SPO-T,-
05.20(금),18:30,KT,5,1,삼성,대구,SS-T,-
05.20(금),18:30,NC,3,5,KIA,광주,MS-T; G-CMB,-
05.20(금),18:30,한화,3,4,키움,고척,SPO-2T,-
05.21(토),14:00,롯데,4,12,두산,잠실,K-2T,-
05.21(토),17:00,LG,4,3,SSG,문학,KN-T,-
05.21(토),17:00,KT,5,2,삼성,대구,SPO-T,-
05.21(토),17:00,NC,7,4,KIA,광주,MS-T; G-CMB,-
05.21(토),17:00,한화,2,11,키움,고척,SS-T; SPO-2T,-
05.22(일),14:00,롯데,5,4,두산,잠실,KN-T,-
05.22(일),14:00,LG,1,3,SSG,문학,SPO-T,-
05.22(일),14:00,KT,3,4,삼성,대구,SS-T,-
05.22(일),14:00,NC,6,8,KIA,광주,MS-T; G-CMB,-
05.22(일),14:00,한화,6,5,키움,고척,SPO-2T,-
05.24(화),18:30,키움,6,4,LG,잠실,SPO-T,-
05.24(화),18:30,롯데,2,3,SSG,문학,MS-T,-
05.24(화),18:30,KIA,4,3,삼성,대구,SS-T,-
05.24(화),18:30,KT,2,3,NC,창원,SPO-2T,-
05.24(화),18:30,두산,3,6,한화,대전,KN-T; D-CMB,-
05.25(수),18:30,키움,10,5,LG,잠실,SPO-T,-
05.25(수),18:30,롯데,1,9,SSG,문학,MS-T,-
05.25(수),18:30,KIA,11,5,삼성,대구,SS-T,-
05.25(수),18:30,KT,3,2,NC,창원,SPO-2T,-
05.25(수),18:30,두산,1,14,한화,대전,KN-T; D-CMB,-
05.26(목),18:30,키움,12,5,LG,잠실,SPO-T,-
05.26(목),18:30,롯데,5,6,SSG,문학,MS-T,-
05.26(목),18:30,KIA,9,7,삼성,대구,SS-T,-
05.26(목),18:30,KT,2,1,NC,창원,SPO-2T,-
05.26(목),18:30,두산,24,3,한화,대전,KN-T; D-CMB,-
05.27(금),18:30,삼성,0,5,LG,잠실,SPO-2T,-
05.27(금),18:30,키움,8,0,롯데,사직,KN-T,-
05.27(금),18:30,두산,6,1,NC,창원,MS-T,-
05.27(금),18:30,한화,4,0,KT,수원,SS-T,-
05.27(금),18:30,SSG,8,1,KIA,광주,SPO-T; G-CMB,-
05.28(토),14:00,키움,6,3,롯데,사직,M-T,-
05.28(토),14:00,SSG,3,9,KIA,광주,K-2T; G-CMB,-
05.28(토),17:00,삼성,4,9,LG,잠실,SPO-T,-
05.28(토),17:00,두산,0,5,NC,창원,MS-T; SPO-2T,-
05.28(토),17:00,한화,9,8,KT,수원,KN-T; SS-T,-
05.29(일),14:00,삼성,8,4,LG,잠실,SPO-2T,-
05.29(일),14:00,키움,4,0,롯데,사직,KN-T,-
05.29(일),14:00,두산,1,0,NC,창원,MS-T,-
05.29(일),14:00,한화,12,4,KT,수원,SS-T,-
05.29(일),14:00,SSG,9,7,KIA,광주,SPO-T; G-CMB,-
05.31(화),18:30,KIA,13,10,두산,잠실,MS-T,-
05.31(화),18:30,KT,2,1,SSG,문학,SPO-2T,-
05.31(화),18:30,LG,5,7,롯데,사직,SPO-T,-
05.31(화),18:30,삼성,2,3,키움,고척,KN-T,-
05.31(화),18:30,NC,10,5,한화,대전,SS-T; D-CMB,-
