날짜,시간,경기종류,장소,홈팀,홈점수,원정팀,원정점수,중계채널
2025-05-01,19:00,챔피언결정전,부산사직체육관,KCC,92,KT,89,""
2025-05-03,19:00,챔피언결정전,부산사직체육관,KCC,96,KT,90,""
2025-05-05,18:00,챔피언결정전,수원 KT 아레나,KT,70,KCC,88,""
